,sampleId,sampCountry,origCountry,productCode,efsaProductCode,productTreat,progType,pesticideCode,resVal,fatPerc,resType,year
3755,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0290-001-PPP,0.02,2.7,LOQ,2011
3756,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0087-001-PPP,0.002,2.7,LOQ,2011
3757,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0046-001-PPP,0.005,2.7,LOQ,2011
3758,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0328-003-PPP,0.02,2.7,LOQ,2011
3759,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0082-001-PPP,0.03,2.7,LOQ,2011
3760,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0327-001-PPP,0.02,2.7,LOQ,2011
3761,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0032-001-PPP,0.01,,LOQ,2011
3762,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0059-001-PPP,0.002,,LOQ,2011
3763,64A9488887F4AA66F8362E4EF1A4CF7A,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0328-003-PPP,0.02,82.0,LOQ,2011
3764,64A9488887F4AA66F8362E4EF1A4CF7A,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0327-001-PPP,0.02,82.0,LOQ,2011
3765,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0059-001-PPP,0.002,13.53,LOQ,2011
3766,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0032-001-PPP,0.01,13.53,LOQ,2011
3767,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0119-001-PPP,0.016,13.53,VAL,2011
3768,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0263-001-PPP,0.001,13.53,LOQ,2011
3769,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0406-001-PPP,0.03,13.53,LOQ,2011
3770,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0432-001-PPP,0.01,13.53,LOQ,2011
3771,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0011-001-PPP,0.005,13.53,LOQ,2011
3772,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0238-001-PPP,0.002,13.53,LOQ,2011
3773,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0075-002-PPP,0.001,13.53,LOQ,2011
3774,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0155-001-PPP,0.001,13.53,LOQ,2011
3775,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0187-006-PPP,0.01,13.53,LOQ,2011
3776,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0108-003-PPP,0.005,13.53,LOQ,2011
3777,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0237-001-PPP,0.01,13.53,VAL,2011
3778,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0236-004-PPP,0.001,,LOQ,2011
3779,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0087-001-PPP,0.002,,LOQ,2011
3780,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0046-001-PPP,0.005,,LOQ,2011
3781,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0328-003-PPP,0.02,,LOQ,2011
3782,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0082-001-PPP,0.03,,LOQ,2011
3783,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0327-001-PPP,0.02,,LOQ,2011
3784,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0842-001-PPP,0.01,13.53,LOQ,2011
3785,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0239-002-PPP,0.002,13.53,LOQ,2011
3786,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0348-001-PPP,0.003,13.53,LOQ,2011
3787,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0021-003-PPP,0.001,13.53,LOQ,2011
3788,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0123-001-PPP,0.003,13.53,LOQ,2011
