,sampCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
17932,HU,2020,Benzovindiflupyr,13,13.0,0.01,0.0,0.0,0.0,0.0
17933,HU,2020,Bifenox,13,13.0,0.01,0.0,0.0,0.0,0.0
17934,HU,2020,Bifenthrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
17935,HU,2020,Bioresmethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
17936,HU,2020,Biphenyl,13,13.0,0.01,0.0,0.0,0.0,0.0
17937,HU,2020,Bitertanol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17938,HU,2020,Bixafen (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17939,HU,2020,Boscalid (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
17940,HU,2020,Bromfenvinfos,13,13.0,0.01,0.0,0.0,0.0,0.0
17941,HU,2020,Bromophos,13,13.0,0.01,0.0,0.0,0.0,0.0
17942,HU,2020,Bromophos-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
17943,HU,2020,Bromopropylate,13,13.0,0.01,0.0,0.0,0.0,0.0
17944,HU,2020,Bromuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17945,HU,2020,Bupirimate,13,13.0,0.01,0.0,0.0,0.0,0.0
17946,HU,2020,Buprofezin,13,13.0,0.01,0.0,0.0,0.0,0.0
17947,HU,2020,Butylate,13,13.0,0.01,0.0,0.0,0.0,0.0
17948,HU,2020,Cadusafos,13,13.0,0.01,0.0,0.0,0.0,0.0
17949,HU,2020,Carbaryl,13,13.0,0.01,0.0,0.0,0.0,0.0
17950,HU,2020,Carbendazim and benomyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17951,HU,2020,Carbendazim and thiophanate-methyl (sum),13,13.0,0.016,0.0,0.0,0.0,0.0
17952,HU,2020,Carbofuran (sum),13,13.0,0.001,0.0,0.0,0.0,0.0
17953,HU,2020,Carboxin,13,13.0,0.01,0.0,0.0,0.0,0.0
17954,HU,2020,Chlorantraniliprole,13,13.0,0.01,0.0,0.0,0.0,0.0
17955,HU,2020,Chlorbromuron,13,13.0,0.01,0.0,0.0,0.0,0.0
17956,HU,2020,Chlorfenvinphos,13,13.0,0.01,0.0,0.0,0.0,0.0
17957,HU,2020,Chlorfluazuron,13,13.0,0.01,0.0,0.0,0.0,0.0
17958,HU,2020,Chlorobenzilate,13,0.0,0.0,0.0,13.0,0.01,0.0
17959,HU,2020,Chlorothalonil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17960,HU,2020,Chlorotoluron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17961,HU,2020,Chlorpyrifos,13,0.0,0.0,0.0,13.0,0.005,0.0
17962,HU,2020,Chlorpyrifos-methyl,13,0.0,0.0,0.0,13.0,0.005,0.0
17963,HU,2020,Cinidon-ethyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17964,HU,2020,Clofentezine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17965,HU,2020,Clomazone (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17966,HU,2020,Coumaphos,13,13.0,0.01,0.0,0.0,0.0,0.0
17967,HU,2020,Cyanazine,13,13.0,0.01,0.0,0.0,0.0,0.0
17968,HU,2020,Cyazofamid,13,13.0,0.01,0.0,0.0,0.0,0.0
17969,HU,2020,Cycloate,13,13.0,0.01,0.0,0.0,0.0,0.0
17970,HU,2020,Cycloxydim (sum),13,13.0,0.022,0.0122,0.0,0.0,0.0
17971,HU,2020,Cyfluthrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
17972,HU,2020,Cymoxanil,13,13.0,0.01,0.0,0.0,0.0,0.0
17973,HU,2020,Cypermethrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
17974,HU,2020,Cyproconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17975,HU,2020,Cyprodinil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17976,HU,2020,DDT (sum),13,0.0,0.0,0.0,13.0,0.0102,0.0082
17977,HU,2020,Deltamethrin,13,0.0,0.0,0.0,13.0,0.02,0.0
17978,HU,2020,Desmedipham,13,13.0,0.01,0.0,0.0,0.0,0.0
17979,HU,2020,Diazinon,13,0.0,0.0,0.0,13.0,0.01,0.0
17980,HU,2020,Dichlofluanid and DMSA (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17981,HU,2020,Dichlorvos,13,13.0,0.01,0.0,0.0,0.0,0.0
17982,HU,2020,Diclobutrazol,13,13.0,0.01,0.0,0.0,0.0,0.0
17983,HU,2020,Dicloran,13,13.0,0.01,0.0,0.0,0.0,0.0
17984,HU,2020,Dicofol (sum),13,13.0,0.0133,0.0048,0.0,0.0,0.0
17985,HU,2020,Dieldrin (sum),13,0.0,0.0,0.0,13.0,0.0027,0.001
17986,HU,2020,Diethofencarb,13,13.0,0.01,0.0,0.0,0.0,0.0
17987,HU,2020,Difenoconazole,13,13.0,0.005,0.0,0.0,0.0,0.0
17988,HU,2020,Diflubenzuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17989,HU,2020,Diflufenican,13,13.0,0.01,0.0,0.0,0.0,0.0
17990,HU,2020,Dimethachlor,13,13.0,0.01,0.0,0.0,0.0,0.0
17991,HU,2020,Dimethenamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17993,HU,2020,Dimethomorph (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17994,HU,2020,Dimoxystrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17995,HU,2020,Diniconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
17996,HU,2020,Diphenylamine,13,0.0,0.0,0.0,13.0,0.01,0.0
17997,HU,2020,Disulfoton (sum),13,13.0,0.0045,0.0026,0.0,0.0,0.0
17998,HU,2020,Ditalimfos,13,13.0,0.01,0.0,0.0,0.0,0.0
17999,HU,2020,Diuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18000,HU,2020,Dodine,13,13.0,0.01,0.0,0.0,0.0,0.0
18001,HU,2020,EPN,13,13.0,0.0094,0.0022,0.0,0.0,0.0
18002,HU,2020,Emamectin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18003,HU,2020,Endosulfan (sum),13,0.0,0.0,0.0,13.0,0.0075,0.0044
18004,HU,2020,Endrin,13,4.0,0.005,0.0,9.0,0.0008,0.0
18005,HU,2020,Endrin ketone,13,13.0,0.005,0.0,0.0,0.0,0.0
18006,HU,2020,Epoxiconazole,13,13.0,0.002,0.0,0.0,0.0,0.0
18007,HU,2020,Ethiofencarb,13,13.0,0.01,0.0,0.0,0.0,0.0
18008,HU,2020,Ethiofencarb-Sulfon,13,13.0,0.01,0.0,0.0,0.0,0.0
18009,HU,2020,Ethiofencarb-Sulfoxid,13,13.0,0.01,0.0,0.0,0.0,0.0
18010,HU,2020,Ethion,13,13.0,0.01,0.0,0.0,0.0,0.0
18011,HU,2020,Ethirimol,13,13.0,0.01,0.0,0.0,0.0,0.0
18012,HU,2020,Ethoprophos,13,13.0,0.01,0.0,0.0,0.0,0.0
18013,HU,2020,Etofenprox,13,0.0,0.0,0.0,13.0,0.01,0.0
18014,HU,2020,Etoxazole,13,13.0,0.01,0.0,0.0,0.0,0.0
18015,HU,2020,Etrimfos,13,13.0,0.01,0.0,0.0,0.0,0.0
18016,HU,2020,Famoxadone,13,0.0,0.0,0.0,13.0,0.01,0.0
18017,HU,2020,Fenamidone,13,13.0,0.01,0.0,0.0,0.0,0.0
18018,HU,2020,Fenarimol,13,13.0,0.01,0.0,0.0,0.0,0.0
18019,HU,2020,Fenazaquin,13,13.0,0.01,0.0,0.0,0.0,0.0
18020,HU,2020,Fenbuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18021,HU,2020,Fenhexamid,13,13.0,0.01,0.0,0.0,0.0,0.0
18022,HU,2020,Fenitrothion,13,13.0,0.01,0.0,0.0,0.0,0.0
18023,HU,2020,Fenoxycarb,13,13.0,0.01,0.0,0.0,0.0,0.0
18024,HU,2020,Fenpropathrin,13,13.0,0.01,0.0,0.0,0.0,0.0
18025,HU,2020,Fenpropimorph (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18026,HU,2020,Fenpyrazamine,13,13.0,0.01,0.0,0.0,0.0,0.0
18027,HU,2020,Fenpyroximate,13,13.0,0.01,0.0,0.0,0.0,0.0
18028,HU,2020,Fenthion (sum),13,13.0,0.002,0.0,13.0,0.0027,0.0029
18029,HU,2020,Fenvalerate/Esfenvalerate (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18030,HU,2020,Fipronil (sum),13,1.0,0.01,0.0,13.0,0.003,0.0012
18031,HU,2020,Fluazinam,13,13.0,0.01,0.0,0.0,0.0,0.0
18032,HU,2020,Flubendiamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18033,HU,2020,Fludioxonil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18034,HU,2020,Flufenacet (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18035,HU,2020,Flufenoxuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18036,HU,2020,Flumethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
18037,HU,2020,Flumioxazin,13,13.0,0.01,0.0,0.0,0.0,0.0
18038,HU,2020,Fluometuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18039,HU,2020,Fluopicolide,13,13.0,0.01,0.0,0.0,0.0,0.0
18040,HU,2020,Fluopyram (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18041,HU,2020,Fluoxastrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18042,HU,2020,Fluquinconazole,13,0.0,0.0,0.0,13.0,0.01,0.0
18043,HU,2020,Flurochloridone (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18044,HU,2020,Flusilazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18045,HU,2020,Flutolanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18046,HU,2020,Flutriafol,13,13.0,0.01,0.0,0.0,0.0,0.0
18047,HU,2020,Fluvalinate (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18048,HU,2020,Fluxapyroxad,13,13.0,0.01,0.0,0.0,0.0,0.0
18049,HU,2020,Folpet (sum),13,13.0,0.02,0.0,0.0,0.0,0.0
18050,HU,2020,Fomesafen,13,13.0,0.01,0.0,0.0,0.0,0.0
18051,HU,2020,Fonofos,13,13.0,0.01,0.0,0.0,0.0,0.0
18052,HU,2020,Formothion,13,13.0,0.01,0.0,0.0,0.0,0.0
18053,HU,2020,Fosthiazate,13,13.0,0.01,0.0,0.0,0.0,0.0
18054,HU,2020,Fuberidazole,13,13.0,0.01,0.0,0.0,0.0,0.0
18055,HU,2020,HCH-alpha,13,0.0,0.0,0.0,13.0,0.005,0.0
18056,HU,2020,HCH-beta,13,0.0,0.0,0.0,13.0,0.005,0.0
18057,HU,2020,Heptachlor (sum),13,7.0,0.01,0.0052,6.0,0.002,0.001
18058,HU,2020,Heptenophos,13,13.0,0.01,0.0,0.0,0.0,0.0
18059,HU,2020,Hexachlorobenzene,13,0.0,0.0,0.0,13.0,0.005,0.0
18060,HU,2020,Hexaconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
18061,HU,2020,Hexaflumuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18062,HU,2020,Hexazinone,13,13.0,0.01,0.0,0.0,0.0,0.0
18063,HU,2020,Hexythiazox (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18064,HU,2020,Imazalil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18065,HU,2020,Imidacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
18066,HU,2020,Indoxacarb (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18067,HU,2020,Ipconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
18068,HU,2020,Iprovalicarb,13,13.0,0.01,0.0,0.0,0.0,0.0
18069,HU,2020,Isocarbophos,13,13.0,0.01,0.0,0.0,0.0,0.0
18070,HU,2020,Isodrin,13,13.0,0.01,0.0,0.0,0.0,0.0
18071,HU,2020,Isofenphos,13,13.0,0.01,0.0,0.0,0.0,0.0
18072,HU,2020,Isofenphos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
18073,HU,2020,Isoprocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
18074,HU,2020,Isoprothiolane,13,13.0,0.01,0.0,0.0,0.0,0.0
18075,HU,2020,Isoproturon,13,13.0,0.01,0.0,0.0,0.0,0.0
18076,HU,2020,Isopyrazam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18077,HU,2020,Isoxadifen-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
18079,HU,2020,Kresoxim methyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18080,HU,2020,Lambda-cyhalothrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18081,HU,2020,Lenacil,13,13.0,0.01,0.0,0.0,0.0,0.0
18082,HU,2020,Lindane,13,0.0,0.0,0.0,13.0,0.005,0.0
18083,HU,2020,Linuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18084,HU,2020,Lufenuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18085,HU,2020,Malathion (sum),13,13.0,0.0067,0.0024,0.0,0.0,0.0
18086,HU,2020,Mandipropamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18087,HU,2020,Mecarbam,13,13.0,0.01,0.0,0.0,0.0,0.0
18088,HU,2020,Mepronil,13,13.0,0.01,0.0,0.0,0.0,0.0
18089,HU,2020,Metaflumizone (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18090,HU,2020,Metalaxyl and metalaxyl-M (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18091,HU,2020,Metaldehyde,13,13.0,0.01,0.0,0.0,0.0,0.0
18092,HU,2020,Metamitron,13,13.0,0.01,0.0,0.0,0.0,0.0
18093,HU,2020,Metazachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18094,HU,2020,Metconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18095,HU,2020,Methacrifos,13,13.0,0.01,0.0,0.0,0.0,0.0
18096,HU,2020,Methamidophos,13,13.0,0.01,0.0,0.0,0.0,0.0
18097,HU,2020,Methidathion,13,0.0,0.0,0.0,13.0,0.01,0.0
18098,HU,2020,Methiocarb (sum),13,13.0,0.0145,0.0079,0.0,0.0,0.0
18099,HU,2020,Methomyl and Thiodicarb (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18100,HU,2020,Methoxychlor,13,0.0,0.0,0.0,13.0,0.005,0.0
18101,HU,2020,Methoxyfenozide,13,13.0,0.01,0.0,0.0,0.0,0.0
18102,HU,2020,Metobromuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18103,HU,2020,Metolachlor and S-metolachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18104,HU,2020,Metoxuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18105,HU,2020,Metrafenone,13,13.0,0.01,0.0,0.0,0.0,0.0
18106,HU,2020,Metribuzin,13,13.0,0.01,0.0,13.0,0.01,0.0
18107,HU,2020,Mevinphos (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18108,HU,2020,Molinate,13,13.0,0.01,0.0,0.0,0.0,0.0
18109,HU,2020,Monocrotophos,13,13.0,0.01,0.0,0.0,0.0,0.0
18110,HU,2020,Monolinuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18111,HU,2020,Myclobutanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18112,HU,2020,"N, N-Diethyl-meta-toluamide (DEET)",13,13.0,0.01,0.0,0.0,0.0,0.0
18113,HU,2020,Napropamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18114,HU,2020,Nitenpyram,13,13.0,0.01,0.0,0.0,0.0,0.0
18115,HU,2020,Nitrofen,13,13.0,0.01,0.0,0.0,0.0,0.0
18116,HU,2020,Novaluron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18117,HU,2020,Nuarimol,13,13.0,0.01,0.0,0.0,0.0,0.0
18118,HU,2020,Ofurace,13,13.0,0.01,0.0,0.0,0.0,0.0
18119,HU,2020,Oxadiazon,13,13.0,0.01,0.0,0.0,0.0,0.0
18120,HU,2020,Oxadixyl,13,13.0,0.01,0.0,0.0,0.0,0.0
18121,HU,2020,Oxamyl,13,13.0,0.01,0.0,0.0,0.0,0.0
18122,HU,2020,Oxycarboxin,13,13.0,0.01,0.0,0.0,0.0,0.0
18123,HU,2020,Oxydemeton-methyl (sum),13,13.0,0.0096,0.0047,0.0,0.0,0.0
18124,HU,2020,Oxyfluorfen,13,13.0,0.01,0.0,0.0,0.0,0.0
18125,HU,2020,Paclobutrazol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18126,HU,2020,Parathion,13,0.0,0.0,0.0,13.0,0.01,0.0
18127,HU,2020,Parathion-methyl (sum),13,13.0,0.005,0.0,13.0,0.0075,0.0025
18128,HU,2020,Penconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18129,HU,2020,Pencycuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18130,HU,2020,Pendimethalin,13,0.0,0.0,0.0,13.0,0.01,0.0
18131,HU,2020,Penflufen (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18132,HU,2020,Penthiopyrad,13,13.0,0.01,0.0,0.0,0.0,0.0
18133,HU,2020,Permethrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18134,HU,2020,Pethoxamid,13,13.0,0.01,0.0,0.0,0.0,0.0
18135,HU,2020,Phenmedipham,13,13.0,0.01,0.0,0.0,0.0,0.0
18136,HU,2020,Phenthoate,13,13.0,0.01,0.0,0.0,0.0,0.0
18137,HU,2020,Phosalone,13,13.0,0.01,0.0,0.0,0.0,0.0
18138,HU,2020,Phosmet (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18139,HU,2020,Phosphamidon,13,13.0,0.01,0.0,0.0,0.0,0.0
18140,HU,2020,Phoxim,13,13.0,0.01,0.0,0.0,0.0,0.0
18141,HU,2020,Phthalimide,13,13.0,0.01,0.0,0.0,0.0,0.0
18142,HU,2020,Picolinafen,13,13.0,0.01,0.0,0.0,0.0,0.0
18143,HU,2020,Picoxystrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
18144,HU,2020,Piperonyl Butoxide,13,13.0,0.01,0.0,0.0,0.0,0.0
18145,HU,2020,Pirimicarb (sum),13,13.0,0.0137,0.0053,0.0,0.0,0.0
18146,HU,2020,Pirimiphos-Ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
18147,HU,2020,Pirimiphos-methyl (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18148,HU,2020,Prochloraz (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18149,HU,2020,Profenofos,13,0.0,0.0,0.0,13.0,0.01,0.0
18150,HU,2020,Prometryn,13,13.0,0.01,0.0,0.0,0.0,0.0
18151,HU,2020,Propachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18152,HU,2020,Propamocarb (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18153,HU,2020,Propaquizafop,13,13.0,0.01,0.0,0.0,0.0,0.0
18154,HU,2020,Propargite,13,13.0,0.01,0.0,0.0,0.0,0.0
18155,HU,2020,Propazine,13,13.0,0.01,0.0,0.0,0.0,0.0
18156,HU,2020,Propetamphos,13,13.0,0.01,0.0,0.0,0.0,0.0
18157,HU,2020,Propham,13,13.0,0.01,0.0,0.0,0.0,0.0
18158,HU,2020,Propiconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18159,HU,2020,Propisochlor,13,13.0,0.01,0.0,0.0,0.0,0.0
18160,HU,2020,Propoxur,13,13.0,0.01,0.0,0.0,0.0,0.0
18161,HU,2020,Propyzamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18162,HU,2020,Prosulfocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
18163,HU,2020,Prosulfuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18164,HU,2020,Prothioconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18165,HU,2020,Prothiofos,13,13.0,0.01,0.0,0.0,0.0,0.0
18166,HU,2020,Pymetrozine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18167,HU,2020,Pyraclostrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
18168,HU,2020,Pyrazophos,13,0.0,0.0,0.0,13.0,0.01,0.0
18169,HU,2020,Pyrethrins,13,13.0,0.01,0.0,0.0,0.0,0.0
18170,HU,2020,Pyridaben,13,13.0,0.01,0.0,0.0,0.0,0.0
18171,HU,2020,Pyridalyl,13,13.0,0.01,0.0,0.0,0.0,0.0
18172,HU,2020,Pyridaphenthion,13,13.0,0.01,0.0,0.0,0.0,0.0
18173,HU,2020,Pyrifenox,13,13.0,0.01,0.0,0.0,0.0,0.0
18174,HU,2020,Pyrimethanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18175,HU,2020,Pyriofenone,13,13.0,0.01,0.0,0.0,0.0,0.0
18176,HU,2020,Pyriproxyfen,13,13.0,0.01,0.0,0.0,0.0,0.0
18177,HU,2020,Quinalphos,13,13.0,0.01,0.0,0.0,0.0,0.0
18178,HU,2020,Quinoclamine,13,13.0,0.01,0.0,0.0,0.0,0.0
18179,HU,2020,Quinoxyfen,13,13.0,0.01,0.0,0.0,0.0,0.0
18180,HU,2020,Quintozene (sum),13,13.0,0.0116,0.0069,13.0,0.0082,0.0024
18181,HU,2020,Rotenone,13,13.0,0.01,0.0,0.0,0.0,0.0
18182,HU,2020,Secbumeton,13,13.0,0.01,0.0,0.0,0.0,0.0
18183,HU,2020,Silthiofam,13,13.0,0.01,0.0,0.0,0.0,0.0
18184,HU,2020,Simazine,13,13.0,0.01,0.0,0.0,0.0,0.0
18185,HU,2020,Simetryn,13,13.0,0.01,0.0,0.0,0.0,0.0
18186,HU,2020,Spinetoram (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18187,HU,2020,Spinosad (sum),13,13.0,0.0133,0.0048,0.0,0.0,0.0
18188,HU,2020,Spirodiclofen,13,13.0,0.004,0.0,0.0,0.0,0.0
18189,HU,2020,Spiromesifen,13,13.0,0.01,0.0,0.0,0.0,0.0
18190,HU,2020,Spiroxamine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18191,HU,2020,Sulfotep,13,13.0,0.01,0.0,0.0,0.0,0.0
18192,HU,2020,Sulfoxaflor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18193,HU,2020,Tebuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18194,HU,2020,Tebufenozide,13,13.0,0.01,0.0,0.0,0.0,0.0
18195,HU,2020,Tebufenpyrad,13,13.0,0.01,0.0,0.0,0.0,0.0
18196,HU,2020,Teflubenzuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18197,HU,2020,Tefluthrin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18198,HU,2020,Terbacil,13,13.0,0.01,0.0,0.0,0.0,0.0
18199,HU,2020,Terbufos (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18200,HU,2020,Terbumeton,13,13.0,0.01,0.0,0.0,0.0,0.0
18201,HU,2020,Terbuthylazine,13,13.0,0.01,0.0,0.0,0.0,0.0
18202,HU,2020,Terbutryn,13,13.0,0.01,0.0,0.0,0.0,0.0
18203,HU,2020,Tetrachlorvinphos,13,13.0,0.01,0.0,0.0,0.0,0.0
18204,HU,2020,Tetraconazole (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
18205,HU,2020,Tetradifon,13,13.0,0.01,0.0,0.0,0.0,0.0
18206,HU,2020,Tetramethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
18207,HU,2020,Thiacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
18208,HU,2020,Thiamethoxam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18209,HU,2020,Thiencarbazone-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
18211,HU,2020,Tolclofos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
18212,HU,2020,Tolylfluanid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18213,HU,2020,Tri-allate,13,13.0,0.01,0.0,0.0,0.0,0.0
18214,HU,2020,Triadimenol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18215,HU,2020,Triazophos,13,0.0,0.0,0.0,13.0,0.01,0.0
18216,HU,2020,Trichlorfon,13,13.0,0.01,0.0,0.0,0.0,0.0
18217,HU,2020,"Trichlorophenol, 2,4,6-",13,13.0,0.01,0.0,0.0,0.0,0.0
18218,HU,2020,Tricyclazole,13,13.0,0.01,0.0,0.0,0.0,0.0
18219,HU,2020,Trifloxystrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18220,HU,2020,Triflumuron,13,13.0,0.01,0.0,0.0,0.0,0.0
18221,HU,2020,Trifluralin,13,13.0,0.01,0.0,0.0,0.0,0.0
18222,HU,2020,Triforine,13,13.0,0.01,0.0,0.0,0.0,0.0
18223,HU,2020,Triticonazole,13,13.0,0.01,0.0,0.0,0.0,0.0
18224,HU,2020,Valifenalate,13,13.0,0.01,0.0,0.0,0.0,0.0
18225,HU,2020,Vamidothion (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18226,HU,2020,Vinclozolin,13,13.0,0.01,0.0,0.0,0.0,0.0
18227,HU,2020,Vinclozolin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
18228,HU,2020,Zoxamide,13,13.0,0.01,0.0,0.0,0.0,0.0
18210,HU,2020,Thiometon,12,12.0,0.01,0.0,0.0,0.0,0.0
17926,HU,2020,Azamethiphos,1,1.0,0.01,0.0,0.0,0.0,0.0
17992,HU,2020,Dimethoate (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
18078,HU,2020,Isoxaflutole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
18229,HU,2021,Abamectin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18230,HU,2021,Acephate,7,7.0,0.01,0.0,0.0,0.0,0.0
18231,HU,2021,Acetochlor,7,7.0,0.01,0.0,0.0,0.0,0.0
18232,HU,2021,Aclonifen,7,7.0,0.01,0.0,0.0,0.0,0.0
18233,HU,2021,Alachlor,7,7.0,0.01,0.0,0.0,0.0,0.0
18234,HU,2021,Aldicarb (sum),7,7.0,0.0052,0.0051,0.0,0.0,0.0
18235,HU,2021,Ametoctradin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18236,HU,2021,Ametryn,7,7.0,0.01,0.0,0.0,0.0,0.0
18237,HU,2021,Amitraz (sum),7,7.0,0.0047,0.0036,0.0,0.0,0.0
18238,HU,2021,Atrazine,7,7.0,0.01,0.0,0.0,0.0,0.0
18240,HU,2021,Azinphos-ethyl,7,0.0,0.0,0.0,7.0,0.01,0.0
18241,HU,2021,Azinphos-methyl,7,0.0,0.0,0.0,7.0,0.01,0.0
18242,HU,2021,Aziprotryne,7,7.0,0.01,0.0,0.0,0.0,0.0
18243,HU,2021,Azoxystrobin,7,7.0,0.01,0.0,0.0,0.0,0.0
18244,HU,2021,Benalaxyl (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18245,HU,2021,Bifenox,7,7.0,0.01,0.0,0.0,0.0,0.0
18246,HU,2021,Bioresmethrin,7,7.0,0.01,0.0,0.0,0.0,0.0
