,sampCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
16665,HU,2020,Fluvalinate (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
16666,HU,2020,Fluxapyroxad,13,13.0,0.01,0.0,0.0,0.0,0.0
16667,HU,2020,Folpet (sum),13,13.0,0.02,0.0,0.0,0.0,0.0
16668,HU,2020,Fomesafen,13,13.0,0.01,0.0,0.0,0.0,0.0
16669,HU,2020,Fonofos,13,13.0,0.01,0.0,0.0,0.0,0.0
16670,HU,2020,Formothion,13,13.0,0.01,0.0,0.0,0.0,0.0
16671,HU,2020,Fosthiazate,13,13.0,0.01,0.0,0.0,0.0,0.0
16672,HU,2020,Fuberidazole,13,13.0,0.01,0.0,0.0,0.0,0.0
16673,HU,2020,HCH-alpha,13,0.0,0.0,0.0,13.0,0.005,0.0
16674,HU,2020,HCH-beta,13,0.0,0.0,0.0,13.0,0.005,0.0
16675,HU,2020,Heptachlor (sum),13,7.0,0.01,0.0052,6.0,0.002,0.001
16676,HU,2020,Heptenophos,13,13.0,0.01,0.0,0.0,0.0,0.0
16677,HU,2020,Hexachlorobenzene,13,0.0,0.0,0.0,13.0,0.005,0.0
16678,HU,2020,Hexaconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
16679,HU,2020,Hexaflumuron,13,13.0,0.01,0.0,0.0,0.0,0.0
16680,HU,2020,Hexazinone,13,13.0,0.01,0.0,0.0,0.0,0.0
16681,HU,2020,Hexythiazox (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16682,HU,2020,Imazalil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16683,HU,2020,Imidacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
16684,HU,2020,Indoxacarb (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
16685,HU,2020,Ipconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
16686,HU,2020,Iprovalicarb,13,13.0,0.01,0.0,0.0,0.0,0.0
16687,HU,2020,Isocarbophos,13,13.0,0.01,0.0,0.0,0.0,0.0
16688,HU,2020,Isodrin,13,13.0,0.01,0.0,0.0,0.0,0.0
16689,HU,2020,Isofenphos,13,13.0,0.01,0.0,0.0,0.0,0.0
16690,HU,2020,Isofenphos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
16691,HU,2020,Isoprocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
16692,HU,2020,Isoprothiolane,13,13.0,0.01,0.0,0.0,0.0,0.0
16693,HU,2020,Isoproturon,13,13.0,0.01,0.0,0.0,0.0,0.0
16694,HU,2020,Isopyrazam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16695,HU,2020,Isoxadifen-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
16697,HU,2020,Kresoxim methyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16698,HU,2020,Lambda-cyhalothrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
16699,HU,2020,Lenacil,13,13.0,0.01,0.0,0.0,0.0,0.0
16700,HU,2020,Lindane,13,0.0,0.0,0.0,13.0,0.005,0.0
16701,HU,2020,Linuron,13,13.0,0.01,0.0,0.0,0.0,0.0
16702,HU,2020,Lufenuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16703,HU,2020,Malathion (sum),13,13.0,0.0067,0.0024,0.0,0.0,0.0
16704,HU,2020,Mandipropamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16705,HU,2020,Mecarbam,13,13.0,0.01,0.0,0.0,0.0,0.0
16706,HU,2020,Mepronil,13,13.0,0.01,0.0,0.0,0.0,0.0
16707,HU,2020,Metaflumizone (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
16708,HU,2020,Metalaxyl and metalaxyl-M (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16709,HU,2020,Metaldehyde,13,13.0,0.01,0.0,0.0,0.0,0.0
16710,HU,2020,Metamitron,13,13.0,0.01,0.0,0.0,0.0,0.0
16711,HU,2020,Metazachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16712,HU,2020,Metconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16713,HU,2020,Methacrifos,13,13.0,0.01,0.0,0.0,0.0,0.0
16714,HU,2020,Methamidophos,13,13.0,0.01,0.0,0.0,0.0,0.0
16715,HU,2020,Methidathion,13,0.0,0.0,0.0,13.0,0.01,0.0
16716,HU,2020,Methiocarb (sum),13,13.0,0.0145,0.0079,0.0,0.0,0.0
16717,HU,2020,Methomyl and Thiodicarb (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16718,HU,2020,Methoxychlor,13,0.0,0.0,0.0,13.0,0.005,0.0
16719,HU,2020,Methoxyfenozide,13,13.0,0.01,0.0,0.0,0.0,0.0
16720,HU,2020,Metobromuron,13,13.0,0.01,0.0,0.0,0.0,0.0
16721,HU,2020,Metolachlor and S-metolachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16722,HU,2020,Metoxuron,13,13.0,0.01,0.0,0.0,0.0,0.0
16723,HU,2020,Metrafenone,13,13.0,0.01,0.0,0.0,0.0,0.0
16724,HU,2020,Metribuzin,13,13.0,0.01,0.0,13.0,0.01,0.0
16725,HU,2020,Mevinphos (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16726,HU,2020,Molinate,13,13.0,0.01,0.0,0.0,0.0,0.0
16727,HU,2020,Monocrotophos,13,13.0,0.01,0.0,0.0,0.0,0.0
16728,HU,2020,Monolinuron,13,13.0,0.01,0.0,0.0,0.0,0.0
16729,HU,2020,Myclobutanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16730,HU,2020,"N, N-Diethyl-meta-toluamide (DEET)",13,13.0,0.01,0.0,0.0,0.0,0.0
16731,HU,2020,Napropamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16732,HU,2020,Nitenpyram,13,13.0,0.01,0.0,0.0,0.0,0.0
16733,HU,2020,Nitrofen,13,13.0,0.01,0.0,0.0,0.0,0.0
16734,HU,2020,Novaluron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16735,HU,2020,Nuarimol,13,13.0,0.01,0.0,0.0,0.0,0.0
16736,HU,2020,Ofurace,13,13.0,0.01,0.0,0.0,0.0,0.0
16737,HU,2020,Oxadiazon,13,13.0,0.01,0.0,0.0,0.0,0.0
16738,HU,2020,Oxadixyl,13,13.0,0.01,0.0,0.0,0.0,0.0
16739,HU,2020,Oxamyl,13,13.0,0.01,0.0,0.0,0.0,0.0
16740,HU,2020,Oxycarboxin,13,13.0,0.01,0.0,0.0,0.0,0.0
16741,HU,2020,Oxydemeton-methyl (sum),13,13.0,0.0096,0.0047,0.0,0.0,0.0
16742,HU,2020,Oxyfluorfen,13,13.0,0.01,0.0,0.0,0.0,0.0
16743,HU,2020,Paclobutrazol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16744,HU,2020,Parathion,13,0.0,0.0,0.0,13.0,0.01,0.0
16745,HU,2020,Parathion-methyl (sum),13,13.0,0.005,0.0,13.0,0.0075,0.0025
16746,HU,2020,Penconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16747,HU,2020,Pencycuron,13,13.0,0.01,0.0,0.0,0.0,0.0
16748,HU,2020,Pendimethalin,13,0.0,0.0,0.0,13.0,0.01,0.0
16749,HU,2020,Penflufen (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16750,HU,2020,Penthiopyrad,13,13.0,0.01,0.0,0.0,0.0,0.0
16751,HU,2020,Permethrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
16752,HU,2020,Pethoxamid,13,13.0,0.01,0.0,0.0,0.0,0.0
16753,HU,2020,Phenmedipham,13,13.0,0.01,0.0,0.0,0.0,0.0
16754,HU,2020,Phenthoate,13,13.0,0.01,0.0,0.0,0.0,0.0
16755,HU,2020,Phosalone,13,13.0,0.01,0.0,0.0,0.0,0.0
16756,HU,2020,Phosmet (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16757,HU,2020,Phosphamidon,13,13.0,0.01,0.0,0.0,0.0,0.0
16758,HU,2020,Phoxim,13,13.0,0.01,0.0,0.0,0.0,0.0
16759,HU,2020,Phthalimide,13,13.0,0.01,0.0,0.0,0.0,0.0
16760,HU,2020,Picolinafen,13,13.0,0.01,0.0,0.0,0.0,0.0
16761,HU,2020,Picoxystrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
16762,HU,2020,Piperonyl Butoxide,13,13.0,0.01,0.0,0.0,0.0,0.0
16763,HU,2020,Pirimicarb (sum),13,13.0,0.0137,0.0053,0.0,0.0,0.0
16764,HU,2020,Pirimiphos-Ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
16765,HU,2020,Pirimiphos-methyl (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
16766,HU,2020,Prochloraz (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
16767,HU,2020,Profenofos,13,0.0,0.0,0.0,13.0,0.01,0.0
16768,HU,2020,Prometryn,13,13.0,0.01,0.0,0.0,0.0,0.0
16769,HU,2020,Propachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16770,HU,2020,Propamocarb (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16771,HU,2020,Propaquizafop,13,13.0,0.01,0.0,0.0,0.0,0.0
16772,HU,2020,Propargite,13,13.0,0.01,0.0,0.0,0.0,0.0
16773,HU,2020,Propazine,13,13.0,0.01,0.0,0.0,0.0,0.0
16774,HU,2020,Propetamphos,13,13.0,0.01,0.0,0.0,0.0,0.0
16775,HU,2020,Propham,13,13.0,0.01,0.0,0.0,0.0,0.0
16776,HU,2020,Propiconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16777,HU,2020,Propisochlor,13,13.0,0.01,0.0,0.0,0.0,0.0
16778,HU,2020,Propoxur,13,13.0,0.01,0.0,0.0,0.0,0.0
16779,HU,2020,Propyzamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16780,HU,2020,Prosulfocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
16781,HU,2020,Prosulfuron,13,13.0,0.01,0.0,0.0,0.0,0.0
16782,HU,2020,Prothioconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16783,HU,2020,Prothiofos,13,13.0,0.01,0.0,0.0,0.0,0.0
16784,HU,2020,Pymetrozine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16785,HU,2020,Pyraclostrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
16786,HU,2020,Pyrazophos,13,0.0,0.0,0.0,13.0,0.01,0.0
16787,HU,2020,Pyrethrins,13,13.0,0.01,0.0,0.0,0.0,0.0
16788,HU,2020,Pyridaben,13,13.0,0.01,0.0,0.0,0.0,0.0
16789,HU,2020,Pyridalyl,13,13.0,0.01,0.0,0.0,0.0,0.0
16790,HU,2020,Pyridaphenthion,13,13.0,0.01,0.0,0.0,0.0,0.0
16791,HU,2020,Pyrifenox,13,13.0,0.01,0.0,0.0,0.0,0.0
16792,HU,2020,Pyrimethanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16793,HU,2020,Pyriofenone,13,13.0,0.01,0.0,0.0,0.0,0.0
16794,HU,2020,Pyriproxyfen,13,13.0,0.01,0.0,0.0,0.0,0.0
16795,HU,2020,Quinalphos,13,13.0,0.01,0.0,0.0,0.0,0.0
16796,HU,2020,Quinoclamine,13,13.0,0.01,0.0,0.0,0.0,0.0
16797,HU,2020,Quinoxyfen,13,13.0,0.01,0.0,0.0,0.0,0.0
16798,HU,2020,Quintozene (sum),13,13.0,0.0116,0.0069,13.0,0.0082,0.0024
16799,HU,2020,Rotenone,13,13.0,0.01,0.0,0.0,0.0,0.0
16800,HU,2020,Secbumeton,13,13.0,0.01,0.0,0.0,0.0,0.0
16801,HU,2020,Silthiofam,13,13.0,0.01,0.0,0.0,0.0,0.0
16802,HU,2020,Simazine,13,13.0,0.01,0.0,0.0,0.0,0.0
16803,HU,2020,Simetryn,13,13.0,0.01,0.0,0.0,0.0,0.0
16804,HU,2020,Spinetoram (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16805,HU,2020,Spinosad (sum),13,13.0,0.0133,0.0048,0.0,0.0,0.0
16806,HU,2020,Spirodiclofen,13,13.0,0.004,0.0,0.0,0.0,0.0
16807,HU,2020,Spiromesifen,13,13.0,0.01,0.0,0.0,0.0,0.0
16808,HU,2020,Spiroxamine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16809,HU,2020,Sulfotep,13,13.0,0.01,0.0,0.0,0.0,0.0
16810,HU,2020,Sulfoxaflor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16811,HU,2020,Tebuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16812,HU,2020,Tebufenozide,13,13.0,0.01,0.0,0.0,0.0,0.0
16813,HU,2020,Tebufenpyrad,13,13.0,0.01,0.0,0.0,0.0,0.0
16814,HU,2020,Teflubenzuron,13,13.0,0.01,0.0,0.0,0.0,0.0
16815,HU,2020,Tefluthrin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16816,HU,2020,Terbacil,13,13.0,0.01,0.0,0.0,0.0,0.0
16817,HU,2020,Terbufos (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16818,HU,2020,Terbumeton,13,13.0,0.01,0.0,0.0,0.0,0.0
16819,HU,2020,Terbuthylazine,13,13.0,0.01,0.0,0.0,0.0,0.0
16820,HU,2020,Terbutryn,13,13.0,0.01,0.0,0.0,0.0,0.0
16821,HU,2020,Tetrachlorvinphos,13,13.0,0.01,0.0,0.0,0.0,0.0
16822,HU,2020,Tetraconazole (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
16823,HU,2020,Tetradifon,13,13.0,0.01,0.0,0.0,0.0,0.0
16824,HU,2020,Tetramethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
16825,HU,2020,Thiacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
16826,HU,2020,Thiamethoxam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16827,HU,2020,Thiencarbazone-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
16829,HU,2020,Tolclofos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
16830,HU,2020,Tolylfluanid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16831,HU,2020,Tri-allate,13,13.0,0.01,0.0,0.0,0.0,0.0
16832,HU,2020,Triadimenol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16833,HU,2020,Triazophos,13,0.0,0.0,0.0,13.0,0.01,0.0
16834,HU,2020,Trichlorfon,13,13.0,0.01,0.0,0.0,0.0,0.0
16835,HU,2020,"Trichlorophenol, 2,4,6-",13,13.0,0.01,0.0,0.0,0.0,0.0
16836,HU,2020,Tricyclazole,13,13.0,0.01,0.0,0.0,0.0,0.0
16837,HU,2020,Trifloxystrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16838,HU,2020,Triflumuron,13,13.0,0.01,0.0,0.0,0.0,0.0
16839,HU,2020,Trifluralin,13,13.0,0.01,0.0,0.0,0.0,0.0
16840,HU,2020,Triforine,13,13.0,0.01,0.0,0.0,0.0,0.0
16841,HU,2020,Triticonazole,13,13.0,0.01,0.0,0.0,0.0,0.0
16842,HU,2020,Valifenalate,13,13.0,0.01,0.0,0.0,0.0,0.0
16843,HU,2020,Vamidothion (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16844,HU,2020,Vinclozolin,13,13.0,0.01,0.0,0.0,0.0,0.0
16845,HU,2020,Vinclozolin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
16846,HU,2020,Zoxamide,13,13.0,0.01,0.0,0.0,0.0,0.0
16828,HU,2020,Thiometon,12,12.0,0.01,0.0,0.0,0.0,0.0
16544,HU,2020,Azamethiphos,1,1.0,0.01,0.0,0.0,0.0,0.0
16610,HU,2020,Dimethoate (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
16696,HU,2020,Isoxaflutole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
16847,HU,2021,Abamectin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16848,HU,2021,Acephate,7,7.0,0.01,0.0,0.0,0.0,0.0
16849,HU,2021,Acetochlor,7,7.0,0.01,0.0,0.0,0.0,0.0
16850,HU,2021,Aclonifen,7,7.0,0.01,0.0,0.0,0.0,0.0
16851,HU,2021,Alachlor,7,7.0,0.01,0.0,0.0,0.0,0.0
16852,HU,2021,Aldicarb (sum),7,7.0,0.0052,0.0051,0.0,0.0,0.0
16853,HU,2021,Ametoctradin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16854,HU,2021,Ametryn,7,7.0,0.01,0.0,0.0,0.0,0.0
16855,HU,2021,Amitraz (sum),7,7.0,0.0047,0.0036,0.0,0.0,0.0
16856,HU,2021,Atrazine,7,7.0,0.01,0.0,0.0,0.0,0.0
16858,HU,2021,Azinphos-ethyl,7,0.0,0.0,0.0,7.0,0.01,0.0
16859,HU,2021,Azinphos-methyl,7,0.0,0.0,0.0,7.0,0.01,0.0
16860,HU,2021,Aziprotryne,7,7.0,0.01,0.0,0.0,0.0,0.0
16861,HU,2021,Azoxystrobin,7,7.0,0.01,0.0,0.0,0.0,0.0
16862,HU,2021,Benalaxyl (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16863,HU,2021,Bifenox,7,7.0,0.01,0.0,0.0,0.0,0.0
16864,HU,2021,Bioresmethrin,7,7.0,0.01,0.0,0.0,0.0,0.0
16865,HU,2021,Biphenyl,7,7.0,0.01,0.0,0.0,0.0,0.0
16866,HU,2021,Bitertanol (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16867,HU,2021,Bixafen (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16868,HU,2021,Boscalid (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
16869,HU,2021,Bromfenvinfos,7,7.0,0.01,0.0,0.0,0.0,0.0
16870,HU,2021,Bromophos,7,7.0,0.01,0.0,0.0,0.0,0.0
16871,HU,2021,Bromophos-ethyl,7,7.0,0.01,0.0,0.0,0.0,0.0
16872,HU,2021,Bromopropylate,7,7.0,0.01,0.0,0.0,0.0,0.0
16873,HU,2021,Bromuconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16874,HU,2021,Buprofezin,7,7.0,0.01,0.0,0.0,0.0,0.0
16875,HU,2021,Butylate,7,7.0,0.01,0.0,0.0,0.0,0.0
16876,HU,2021,Cadusafos,7,7.0,0.01,0.0,0.0,0.0,0.0
16877,HU,2021,Carbaryl,7,7.0,0.01,0.0,0.0,0.0,0.0
16878,HU,2021,Carbendazim and benomyl (sum),7,7.0,0.01,0.0,5.0,0.01,0.0
16879,HU,2021,Carbendazim and thiophanate-methyl (sum),7,7.0,0.016,0.0,0.0,0.0,0.0
16880,HU,2021,Carbofuran (sum),7,7.0,0.001,0.0,0.0,0.0,0.0
16881,HU,2021,Carboxin,7,7.0,0.01,0.0,0.0,0.0,0.0
16882,HU,2021,Chlorantraniliprole,7,7.0,0.01,0.0,0.0,0.0,0.0
16883,HU,2021,Chlorbromuron,7,7.0,0.01,0.0,0.0,0.0,0.0
16884,HU,2021,Chlorfenvinphos,7,7.0,0.01,0.0,0.0,0.0,0.0
16885,HU,2021,Chlorobenzilate,7,0.0,0.0,0.0,7.0,0.01,0.0
16886,HU,2021,Chlorothalonil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16887,HU,2021,Chlorotoluron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16888,HU,2021,Chlorpyrifos,7,0.0,0.0,0.0,7.0,0.005,0.0
16889,HU,2021,Chlorpyrifos-methyl,7,0.0,0.0,0.0,7.0,0.005,0.0
16890,HU,2021,Cinidon-ethyl (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16891,HU,2021,Clofentezine (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16892,HU,2021,Clomazone (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16893,HU,2021,Coumaphos,7,7.0,0.01,0.0,0.0,0.0,0.0
16894,HU,2021,Cyanazine,7,7.0,0.01,0.0,0.0,0.0,0.0
16895,HU,2021,Cyazofamid,7,7.0,0.01,0.0,0.0,0.0,0.0
16896,HU,2021,Cycloate,7,7.0,0.01,0.0,0.0,0.0,0.0
16897,HU,2021,Cycloxydim (sum),7,7.0,0.022,0.0125,0.0,0.0,0.0
16899,HU,2021,Cymoxanil,7,7.0,0.01,0.0,0.0,0.0,0.0
16900,HU,2021,Cypermethrin (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
16901,HU,2021,Cyproconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16903,HU,2021,DDT (sum),7,0.0,0.0,0.0,7.0,0.0102,0.0083
16904,HU,2021,Deltamethrin,7,0.0,0.0,0.0,7.0,0.02,0.0
16905,HU,2021,Desmedipham,7,7.0,0.01,0.0,0.0,0.0,0.0
16906,HU,2021,Diazinon,7,0.0,0.0,0.0,7.0,0.01,0.0
16907,HU,2021,Dichlofluanid and DMSA (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16908,HU,2021,Dichlorvos,7,7.0,0.01,0.0,0.0,0.0,0.0
16909,HU,2021,Diclobutrazol,7,7.0,0.01,0.0,0.0,0.0,0.0
16910,HU,2021,Dicloran,7,7.0,0.01,0.0,0.0,0.0,0.0
16912,HU,2021,Dieldrin (sum),7,0.0,0.0,0.0,7.0,0.0027,0.001
16913,HU,2021,Diethofencarb,7,7.0,0.01,0.0,0.0,0.0,0.0
16914,HU,2021,Difenoconazole,7,7.0,0.005,0.0,0.0,0.0,0.0
16915,HU,2021,Diflubenzuron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16916,HU,2021,Diflufenican,7,7.0,0.01,0.0,0.0,0.0,0.0
16917,HU,2021,Dimethachlor,7,7.0,0.01,0.0,0.0,0.0,0.0
16918,HU,2021,Dimethenamid (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16919,HU,2021,Dimethomorph (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16920,HU,2021,Dimoxystrobin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16921,HU,2021,Diniconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16922,HU,2021,Diphenylamine,7,0.0,0.0,0.0,7.0,0.01,0.0
16923,HU,2021,Disulfoton (sum),7,7.0,0.0045,0.0026,0.0,0.0,0.0
16924,HU,2021,Ditalimfos,7,7.0,0.01,0.0,0.0,0.0,0.0
16925,HU,2021,Diuron,7,7.0,0.01,0.0,0.0,0.0,0.0
16926,HU,2021,Dodine,7,7.0,0.01,0.0,0.0,0.0,0.0
16927,HU,2021,EPN,7,7.0,0.01,0.0,0.0,0.0,0.0
16928,HU,2021,Endosulfan (sum),7,0.0,0.0,0.0,7.0,0.0075,0.0044
16929,HU,2021,Endrin,7,0.0,0.0,0.0,7.0,0.0008,0.0
16930,HU,2021,Epoxiconazole,7,7.0,0.002,0.0,0.0,0.0,0.0
16931,HU,2021,Ethion,7,7.0,0.01,0.0,0.0,0.0,0.0
16932,HU,2021,Ethirimol,7,7.0,0.01,0.0,0.0,0.0,0.0
16933,HU,2021,Ethoprophos,7,7.0,0.01,0.0,0.0,0.0,0.0
16934,HU,2021,Etofenprox,7,0.0,0.0,0.0,7.0,0.01,0.0
16935,HU,2021,Etoxazole,7,7.0,0.01,0.0,0.0,0.0,0.0
16936,HU,2021,Etrimfos,7,7.0,0.01,0.0,0.0,0.0,0.0
16937,HU,2021,Famoxadone,7,0.0,0.0,0.0,7.0,0.01,0.0
16938,HU,2021,Fenamidone,7,7.0,0.01,0.0,0.0,0.0,0.0
16939,HU,2021,Fenarimol,7,7.0,0.01,0.0,0.0,0.0,0.0
16940,HU,2021,Fenazaquin,7,7.0,0.01,0.0,0.0,0.0,0.0
16941,HU,2021,Fenhexamid,7,7.0,0.01,0.0,0.0,0.0,0.0
16942,HU,2021,Fenitrothion,7,7.0,0.01,0.0,0.0,0.0,0.0
16943,HU,2021,Fenoxycarb,7,7.0,0.01,0.0,0.0,0.0,0.0
16944,HU,2021,Fenpropathrin,7,7.0,0.01,0.0,0.0,0.0,0.0
16945,HU,2021,Fenpropimorph (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
16946,HU,2021,Fenthion (sum),7,7.0,0.002,0.0,7.0,0.0027,0.0029
16947,HU,2021,Fenvalerate/Esfenvalerate (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
16948,HU,2021,Fipronil (sum),7,0.0,0.0,0.0,7.0,0.0027,0.001
16949,HU,2021,Fluazinam,7,7.0,0.01,0.0,0.0,0.0,0.0
16950,HU,2021,Flubendiamide (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16951,HU,2021,Fludioxonil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16952,HU,2021,Flufenacet (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16953,HU,2021,Flufenoxuron,7,7.0,0.01,0.0,0.0,0.0,0.0
16954,HU,2021,Flumioxazin,7,7.0,0.01,0.0,0.0,0.0,0.0
16955,HU,2021,Fluopicolide,7,7.0,0.01,0.0,0.0,0.0,0.0
16956,HU,2021,Fluopyram (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16957,HU,2021,Fluquinconazole,7,0.0,0.0,0.0,7.0,0.01,0.0
16958,HU,2021,Flusilazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16959,HU,2021,Flutolanil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16960,HU,2021,Flutriafol,7,7.0,0.01,0.0,0.0,0.0,0.0
16961,HU,2021,Fluxapyroxad,7,7.0,0.01,0.0,0.0,0.0,0.0
16962,HU,2021,Fomesafen,7,7.0,0.01,0.0,0.0,0.0,0.0
16963,HU,2021,Fonofos,7,7.0,0.01,0.0,0.0,0.0,0.0
16964,HU,2021,Formothion,7,7.0,0.01,0.0,0.0,0.0,0.0
16965,HU,2021,Fosthiazate,7,7.0,0.01,0.0,0.0,0.0,0.0
16966,HU,2021,Fuberidazole,7,7.0,0.01,0.0,0.0,0.0,0.0
16967,HU,2021,HCH-alpha,7,0.0,0.0,0.0,7.0,0.005,0.0
16968,HU,2021,HCH-beta,7,0.0,0.0,0.0,7.0,0.005,0.0
16969,HU,2021,Heptachlor (sum),7,1.0,0.015,0.0,7.0,0.0019,0.001
16970,HU,2021,Heptenophos,7,7.0,0.01,0.0,0.0,0.0,0.0
16971,HU,2021,Hexachlorobenzene,7,0.0,0.0,0.0,7.0,0.005,0.0
16972,HU,2021,Hexaconazole,7,7.0,0.01,0.0,0.0,0.0,0.0
16973,HU,2021,Hexaflumuron,7,7.0,0.01,0.0,0.0,0.0,0.0
16974,HU,2021,Hexazinone,7,7.0,0.01,0.0,0.0,0.0,0.0
16975,HU,2021,Hexythiazox (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16976,HU,2021,Imazalil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16977,HU,2021,Imidacloprid,7,7.0,0.01,0.0,0.0,0.0,0.0
16978,HU,2021,Indoxacarb (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
16979,HU,2021,Ipconazole,7,7.0,0.01,0.0,0.0,0.0,0.0
16980,HU,2021,Iprovalicarb,7,7.0,0.01,0.0,0.0,0.0,0.0
16981,HU,2021,Isocarbophos,7,7.0,0.01,0.0,0.0,0.0,0.0
16982,HU,2021,Isodrin,7,7.0,0.01,0.0,0.0,0.0,0.0
