,origCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
26860,HU,2021,Chlorfenvinphos,6,6.0,0.01,0.0,0.0,0.0,0.0
26861,HU,2021,Chlorobenzilate,6,0.0,0.0,0.0,6.0,0.01,0.0
26862,HU,2021,Chlorothalonil (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26863,HU,2021,Chlorotoluron (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26864,HU,2021,Chlorpyrifos,6,0.0,0.0,0.0,6.0,0.005,0.0
26865,HU,2021,Chlorpyrifos-methyl,6,0.0,0.0,0.0,6.0,0.005,0.0
26866,HU,2021,Cinidon-ethyl (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26867,HU,2021,Clofentezine (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26868,HU,2021,Clomazone (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26869,HU,2021,Coumaphos,6,6.0,0.01,0.0,0.0,0.0,0.0
26870,HU,2021,Cyanazine,6,6.0,0.01,0.0,0.0,0.0,0.0
26871,HU,2021,Cyazofamid,6,6.0,0.01,0.0,0.0,0.0,0.0
26872,HU,2021,Cycloate,6,6.0,0.01,0.0,0.0,0.0,0.0
26873,HU,2021,Cycloxydim (sum),6,6.0,0.022,0.0125,0.0,0.0,0.0
26875,HU,2021,Cymoxanil,6,6.0,0.01,0.0,0.0,0.0,0.0
26876,HU,2021,Cypermethrin (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
26877,HU,2021,Cyproconazole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26879,HU,2021,DDT (sum),6,0.0,0.0,0.0,6.0,0.0102,0.0083
26880,HU,2021,Deltamethrin,6,0.0,0.0,0.0,6.0,0.02,0.0
26881,HU,2021,Desmedipham,6,6.0,0.01,0.0,0.0,0.0,0.0
26882,HU,2021,Diazinon,6,0.0,0.0,0.0,6.0,0.01,0.0
26883,HU,2021,Dichlofluanid and DMSA (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26884,HU,2021,Dichlorvos,6,6.0,0.01,0.0,0.0,0.0,0.0
26885,HU,2021,Diclobutrazol,6,6.0,0.01,0.0,0.0,0.0,0.0
26886,HU,2021,Dicloran,6,6.0,0.01,0.0,0.0,0.0,0.0
26888,HU,2021,Dieldrin (sum),6,0.0,0.0,0.0,6.0,0.0027,0.001
26889,HU,2021,Diethofencarb,6,6.0,0.01,0.0,0.0,0.0,0.0
26890,HU,2021,Difenoconazole,6,6.0,0.005,0.0,0.0,0.0,0.0
26891,HU,2021,Diflubenzuron (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26892,HU,2021,Diflufenican,6,6.0,0.01,0.0,0.0,0.0,0.0
26893,HU,2021,Dimethachlor,6,6.0,0.01,0.0,0.0,0.0,0.0
26894,HU,2021,Dimethenamid (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26895,HU,2021,Dimethomorph (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26896,HU,2021,Dimoxystrobin (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26897,HU,2021,Diniconazole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26898,HU,2021,Diphenylamine,6,0.0,0.0,0.0,6.0,0.01,0.0
26899,HU,2021,Disulfoton (sum),6,6.0,0.0045,0.0027,0.0,0.0,0.0
26900,HU,2021,Ditalimfos,6,6.0,0.01,0.0,0.0,0.0,0.0
26901,HU,2021,Diuron,6,6.0,0.01,0.0,0.0,0.0,0.0
26902,HU,2021,Dodine,6,6.0,0.01,0.0,0.0,0.0,0.0
26903,HU,2021,EPN,6,6.0,0.01,0.0,0.0,0.0,0.0
26904,HU,2021,Endosulfan (sum),6,0.0,0.0,0.0,6.0,0.0075,0.0044
26905,HU,2021,Endrin,6,0.0,0.0,0.0,6.0,0.0008,0.0
26906,HU,2021,Epoxiconazole,6,6.0,0.002,0.0,0.0,0.0,0.0
26907,HU,2021,Ethion,6,6.0,0.01,0.0,0.0,0.0,0.0
26908,HU,2021,Ethirimol,6,6.0,0.01,0.0,0.0,0.0,0.0
26909,HU,2021,Ethoprophos,6,6.0,0.01,0.0,0.0,0.0,0.0
26910,HU,2021,Etofenprox,6,0.0,0.0,0.0,6.0,0.01,0.0
26911,HU,2021,Etoxazole,6,6.0,0.01,0.0,0.0,0.0,0.0
26912,HU,2021,Etrimfos,6,6.0,0.01,0.0,0.0,0.0,0.0
26913,HU,2021,Famoxadone,6,0.0,0.0,0.0,6.0,0.01,0.0
26914,HU,2021,Fenamidone,6,6.0,0.01,0.0,0.0,0.0,0.0
26915,HU,2021,Fenarimol,6,6.0,0.01,0.0,0.0,0.0,0.0
26916,HU,2021,Fenazaquin,6,6.0,0.01,0.0,0.0,0.0,0.0
26917,HU,2021,Fenhexamid,6,6.0,0.01,0.0,0.0,0.0,0.0
26918,HU,2021,Fenitrothion,6,6.0,0.01,0.0,0.0,0.0,0.0
26919,HU,2021,Fenoxycarb,6,6.0,0.01,0.0,0.0,0.0,0.0
26920,HU,2021,Fenpropathrin,6,6.0,0.01,0.0,0.0,0.0,0.0
26921,HU,2021,Fenpropimorph (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
26922,HU,2021,Fenthion (sum),6,6.0,0.002,0.0,6.0,0.0027,0.0029
26923,HU,2021,Fenvalerate/Esfenvalerate (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
26924,HU,2021,Fipronil (sum),6,0.0,0.0,0.0,6.0,0.0027,0.001
26925,HU,2021,Fluazinam,6,6.0,0.01,0.0,0.0,0.0,0.0
26926,HU,2021,Flubendiamide (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26927,HU,2021,Fludioxonil (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26928,HU,2021,Flufenacet (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26929,HU,2021,Flufenoxuron,6,6.0,0.01,0.0,0.0,0.0,0.0
26930,HU,2021,Flumioxazin,6,6.0,0.01,0.0,0.0,0.0,0.0
26931,HU,2021,Fluopicolide,6,6.0,0.01,0.0,0.0,0.0,0.0
26932,HU,2021,Fluopyram (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26933,HU,2021,Fluquinconazole,6,0.0,0.0,0.0,6.0,0.01,0.0
26934,HU,2021,Flusilazole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26935,HU,2021,Flutolanil (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26936,HU,2021,Flutriafol,6,6.0,0.01,0.0,0.0,0.0,0.0
26937,HU,2021,Fluxapyroxad,6,6.0,0.01,0.0,0.0,0.0,0.0
26938,HU,2021,Fomesafen,6,6.0,0.01,0.0,0.0,0.0,0.0
26939,HU,2021,Fonofos,6,6.0,0.01,0.0,0.0,0.0,0.0
26940,HU,2021,Formothion,6,6.0,0.01,0.0,0.0,0.0,0.0
26941,HU,2021,Fosthiazate,6,6.0,0.01,0.0,0.0,0.0,0.0
26942,HU,2021,Fuberidazole,6,6.0,0.01,0.0,0.0,0.0,0.0
26943,HU,2021,HCH-alpha,6,0.0,0.0,0.0,6.0,0.005,0.0
26944,HU,2021,HCH-beta,6,0.0,0.0,0.0,6.0,0.005,0.0
26945,HU,2021,Heptachlor (sum),6,1.0,0.015,0.0,6.0,0.0019,0.001
26946,HU,2021,Heptenophos,6,6.0,0.01,0.0,0.0,0.0,0.0
26947,HU,2021,Hexachlorobenzene,6,0.0,0.0,0.0,6.0,0.005,0.0
26948,HU,2021,Hexaconazole,6,6.0,0.01,0.0,0.0,0.0,0.0
26949,HU,2021,Hexaflumuron,6,6.0,0.01,0.0,0.0,0.0,0.0
26950,HU,2021,Hexazinone,6,6.0,0.01,0.0,0.0,0.0,0.0
26951,HU,2021,Hexythiazox (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26952,HU,2021,Imazalil (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26953,HU,2021,Imidacloprid,6,6.0,0.01,0.0,0.0,0.0,0.0
26954,HU,2021,Indoxacarb (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
26955,HU,2021,Ipconazole,6,6.0,0.01,0.0,0.0,0.0,0.0
26956,HU,2021,Iprovalicarb,6,6.0,0.01,0.0,0.0,0.0,0.0
26957,HU,2021,Isocarbophos,6,6.0,0.01,0.0,0.0,0.0,0.0
26958,HU,2021,Isodrin,6,6.0,0.01,0.0,0.0,0.0,0.0
26959,HU,2021,Isofenphos,6,6.0,0.01,0.0,0.0,0.0,0.0
26960,HU,2021,Isofenphos-methyl,6,6.0,0.01,0.0,0.0,0.0,0.0
26961,HU,2021,Isoprocarb,6,6.0,0.01,0.0,0.0,0.0,0.0
26962,HU,2021,Isoprothiolane,6,6.0,0.01,0.0,0.0,0.0,0.0
26963,HU,2021,Isoproturon,6,6.0,0.01,0.0,0.0,0.0,0.0
26964,HU,2021,Isopyrazam (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26965,HU,2021,Kresoxim methyl (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26966,HU,2021,Lambda-cyhalothrin (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
26967,HU,2021,Lenacil,6,6.0,0.01,0.0,0.0,0.0,0.0
26968,HU,2021,Lindane,6,0.0,0.0,0.0,6.0,0.005,0.0
26969,HU,2021,Linuron,6,6.0,0.01,0.0,0.0,0.0,0.0
26970,HU,2021,Lufenuron (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26971,HU,2021,Malathion (sum),6,6.0,0.0067,0.0024,0.0,0.0,0.0
26972,HU,2021,Mecarbam,6,6.0,0.01,0.0,0.0,0.0,0.0
26973,HU,2021,Mepronil,6,6.0,0.01,0.0,0.0,0.0,0.0
26974,HU,2021,Metaflumizone (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
26975,HU,2021,Metalaxyl and metalaxyl-M (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26976,HU,2021,Metaldehyde,6,6.0,0.01,0.0,0.0,0.0,0.0
26977,HU,2021,Metamitron,6,6.0,0.01,0.0,0.0,0.0,0.0
26978,HU,2021,Metazachlor (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26980,HU,2021,Methacrifos,6,6.0,0.01,0.0,0.0,0.0,0.0
26981,HU,2021,Methamidophos,6,6.0,0.01,0.0,0.0,0.0,0.0
26982,HU,2021,Methidathion,6,0.0,0.0,0.0,6.0,0.01,0.0
26983,HU,2021,Methiocarb (sum),6,6.0,0.0145,0.008,0.0,0.0,0.0
26984,HU,2021,Methoxychlor,6,0.0,0.0,0.0,6.0,0.005,0.0
26985,HU,2021,Methoxyfenozide,6,6.0,0.01,0.0,0.0,0.0,0.0
26986,HU,2021,Metobromuron,6,6.0,0.01,0.0,0.0,0.0,0.0
26988,HU,2021,Metoxuron,6,6.0,0.01,0.0,0.0,0.0,0.0
26989,HU,2021,Metrafenone,6,6.0,0.01,0.0,0.0,0.0,0.0
26990,HU,2021,Metribuzin,6,6.0,0.01,0.0,6.0,0.01,0.0
26991,HU,2021,Mevinphos (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26992,HU,2021,Molinate,6,6.0,0.01,0.0,0.0,0.0,0.0
26993,HU,2021,Monocrotophos,6,6.0,0.01,0.0,0.0,0.0,0.0
26994,HU,2021,Monolinuron,6,6.0,0.01,0.0,0.0,0.0,0.0
26995,HU,2021,Napropamide (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26996,HU,2021,Nitenpyram,6,6.0,0.01,0.0,0.0,0.0,0.0
26997,HU,2021,Nitrofen,6,6.0,0.01,0.0,0.0,0.0,0.0
26998,HU,2021,Novaluron (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26999,HU,2021,Nuarimol,6,6.0,0.01,0.0,0.0,0.0,0.0
27000,HU,2021,Ofurace,6,6.0,0.01,0.0,0.0,0.0,0.0
27001,HU,2021,Oxadiazon,6,6.0,0.01,0.0,0.0,0.0,0.0
27002,HU,2021,Oxadixyl,6,6.0,0.01,0.0,0.0,0.0,0.0
27003,HU,2021,Oxamyl,6,6.0,0.01,0.0,0.0,0.0,0.0
27004,HU,2021,Oxycarboxin,6,6.0,0.01,0.0,0.0,0.0,0.0
27005,HU,2021,Oxydemeton-methyl (sum),6,6.0,0.0065,0.0044,0.0,0.0,0.0
27006,HU,2021,Oxyfluorfen,6,6.0,0.01,0.0,0.0,0.0,0.0
27007,HU,2021,Paclobutrazol (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27008,HU,2021,Parathion,6,0.0,0.0,0.0,6.0,0.01,0.0
27009,HU,2021,Parathion-methyl (sum),6,6.0,0.005,0.0,6.0,0.0075,0.0026
27010,HU,2021,Penconazole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27011,HU,2021,Pencycuron,6,6.0,0.01,0.0,0.0,0.0,0.0
27012,HU,2021,Pendimethalin,6,0.0,0.0,0.0,6.0,0.01,0.0
27013,HU,2021,Penflufen (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27014,HU,2021,Permethrin (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
27015,HU,2021,Pethoxamid,6,6.0,0.01,0.0,0.0,0.0,0.0
27016,HU,2021,Phenthoate,6,6.0,0.01,0.0,0.0,0.0,0.0
27017,HU,2021,Phosalone,6,6.0,0.01,0.0,0.0,0.0,0.0
27018,HU,2021,Phosmet (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27019,HU,2021,Phosphamidon,6,6.0,0.01,0.0,0.0,0.0,0.0
27020,HU,2021,Phoxim,6,6.0,0.01,0.0,0.0,0.0,0.0
27022,HU,2021,Picolinafen,6,6.0,0.01,0.0,0.0,0.0,0.0
27023,HU,2021,Picoxystrobin,6,6.0,0.01,0.0,0.0,0.0,0.0
27024,HU,2021,Pirimicarb (sum),6,6.0,0.0137,0.0053,0.0,0.0,0.0
27025,HU,2021,Pirimiphos-Ethyl,6,6.0,0.01,0.0,0.0,0.0,0.0
27026,HU,2021,Pirimiphos-methyl (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
27027,HU,2021,Profenofos,6,0.0,0.0,0.0,6.0,0.01,0.0
27028,HU,2021,Prometryn,6,6.0,0.01,0.0,0.0,0.0,0.0
27029,HU,2021,Propachlor (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27031,HU,2021,Propaquizafop,6,6.0,0.01,0.0,0.0,0.0,0.0
27032,HU,2021,Propargite,6,6.0,0.01,0.0,0.0,0.0,0.0
27033,HU,2021,Propazine,6,6.0,0.01,0.0,0.0,0.0,0.0
27034,HU,2021,Propetamphos,6,6.0,0.01,0.0,0.0,0.0,0.0
27035,HU,2021,Propham,6,6.0,0.01,0.0,0.0,0.0,0.0
27036,HU,2021,Propiconazole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27037,HU,2021,Propisochlor,6,6.0,0.01,0.0,0.0,0.0,0.0
27038,HU,2021,Propoxur,6,6.0,0.01,0.0,0.0,0.0,0.0
27039,HU,2021,Propyzamide (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27040,HU,2021,Proquinazid (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27041,HU,2021,Prosulfocarb,6,6.0,0.01,0.0,0.0,0.0,0.0
27042,HU,2021,Prosulfuron,6,6.0,0.01,0.0,0.0,0.0,0.0
27043,HU,2021,Prothioconazole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27044,HU,2021,Prothiofos,6,6.0,0.01,0.0,0.0,0.0,0.0
27045,HU,2021,Pymetrozine (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27046,HU,2021,Pyraclostrobin,6,6.0,0.01,0.0,0.0,0.0,0.0
27047,HU,2021,Pyrazophos,6,0.0,0.0,0.0,6.0,0.01,0.0
27048,HU,2021,Pyrethrins,6,6.0,0.01,0.0,0.0,0.0,0.0
27049,HU,2021,Pyridaben,6,6.0,0.01,0.0,0.0,0.0,0.0
27050,HU,2021,Pyridaphenthion,6,6.0,0.01,0.0,0.0,0.0,0.0
27051,HU,2021,Pyrifenox,6,6.0,0.01,0.0,0.0,0.0,0.0
27052,HU,2021,Pyrimethanil (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27053,HU,2021,Pyriproxyfen,6,6.0,0.01,0.0,0.0,0.0,0.0
27054,HU,2021,Quinalphos,6,6.0,0.01,0.0,0.0,0.0,0.0
27055,HU,2021,Quinoclamine,6,6.0,0.01,0.0,0.0,0.0,0.0
27056,HU,2021,Quinoxyfen,6,6.0,0.01,0.0,0.0,0.0,0.0
27057,HU,2021,Quintozene (sum),6,6.0,0.0073,0.006,6.0,0.0073,0.0026
27058,HU,2021,Rotenone,6,6.0,0.01,0.0,0.0,0.0,0.0
27059,HU,2021,Secbumeton,6,6.0,0.01,0.0,0.0,0.0,0.0
27060,HU,2021,Silthiofam,6,6.0,0.01,0.0,0.0,0.0,0.0
27061,HU,2021,Simazine,6,6.0,0.01,0.0,0.0,0.0,0.0
27062,HU,2021,Simetryn,6,6.0,0.01,0.0,0.0,0.0,0.0
27063,HU,2021,Spinosad (sum),6,6.0,0.0133,0.0049,0.0,0.0,0.0
27064,HU,2021,Spirodiclofen,6,6.0,0.004,0.0,0.0,0.0,0.0
27065,HU,2021,Spiromesifen,6,6.0,0.01,0.0,0.0,0.0,0.0
27066,HU,2021,Spiroxamine (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27067,HU,2021,Sulfotep,6,6.0,0.01,0.0,0.0,0.0,0.0
27068,HU,2021,Tebufenozide,6,6.0,0.01,0.0,0.0,0.0,0.0
27069,HU,2021,Tebufenpyrad,6,6.0,0.01,0.0,0.0,0.0,0.0
27070,HU,2021,Teflubenzuron,6,6.0,0.01,0.0,0.0,0.0,0.0
27071,HU,2021,Tefluthrin (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27072,HU,2021,Terbacil,6,6.0,0.01,0.0,0.0,0.0,0.0
27073,HU,2021,Terbufos (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27074,HU,2021,Terbumeton,6,6.0,0.01,0.0,0.0,0.0,0.0
27076,HU,2021,Terbutryn,6,6.0,0.01,0.0,0.0,0.0,0.0
27077,HU,2021,Tetrachlorvinphos,6,6.0,0.01,0.0,0.0,0.0,0.0
27078,HU,2021,Tetraconazole (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
27079,HU,2021,Tetradifon,6,6.0,0.01,0.0,0.0,0.0,0.0
27080,HU,2021,Tetramethrin,6,6.0,0.01,0.0,0.0,0.0,0.0
27081,HU,2021,Thiacloprid,6,6.0,0.01,0.0,0.0,0.0,0.0
27082,HU,2021,Thiamethoxam (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27083,HU,2021,Thiencarbazone-methyl,6,6.0,0.01,0.0,0.0,0.0,0.0
27084,HU,2021,Thiometon,6,6.0,0.01,0.0,0.0,0.0,0.0
27085,HU,2021,Tolclofos-methyl,6,6.0,0.01,0.0,0.0,0.0,0.0
27086,HU,2021,Tolylfluanid (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27087,HU,2021,Tri-allate,6,6.0,0.01,0.0,0.0,0.0,0.0
27088,HU,2021,Triadimenol (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27089,HU,2021,Triazophos,6,0.0,0.0,0.0,6.0,0.01,0.0
27090,HU,2021,Trichlorfon,6,6.0,0.01,0.0,0.0,0.0,0.0
27091,HU,2021,Tricyclazole,6,6.0,0.01,0.0,0.0,0.0,0.0
27092,HU,2021,Trifloxystrobin (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27093,HU,2021,Triflumuron,6,6.0,0.01,0.0,0.0,0.0,0.0
27094,HU,2021,Trifluralin,6,6.0,0.01,0.0,0.0,0.0,0.0
27095,HU,2021,Triforine,6,6.0,0.01,0.0,0.0,0.0,0.0
27096,HU,2021,Triticonazole,6,6.0,0.01,0.0,0.0,0.0,0.0
27097,HU,2021,Vamidothion (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27098,HU,2021,Vinclozolin (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27099,HU,2021,Zoxamide,6,6.0,0.01,0.0,0.0,0.0,0.0
26874,HU,2021,Cyfluthrin (sum),5,0.0,0.0,0.0,5.0,0.01,0.0
26878,HU,2021,Cyprodinil (sum),5,5.0,0.01,0.0,0.0,0.0,0.0
26987,HU,2021,Metolachlor and S-metolachlor (sum),5,5.0,0.01,0.0,0.0,0.0,0.0
27075,HU,2021,Terbuthylazine,5,5.0,0.01,0.0,0.0,0.0,0.0
26833,HU,2021,Azamethiphos,2,2.0,0.01,0.0,0.0,0.0,0.0
27021,HU,2021,Phthalimide,2,2.0,0.01,0.0,0.0,0.0,0.0
26887,HU,2021,Dicofol (sum),1,1.0,0.0133,0.0058,0.0,0.0,0.0
26979,HU,2021,Metconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
27030,HU,2021,Propamocarb (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
27169,HU,2023,Chlordane (sum),17,17.0,0.005,0.0,0.0,0.0,0.0
27190,HU,2023,DDT (sum),17,17.0,0.01,0.0,17.0,0.0102,0.0075
27202,HU,2023,Dieldrin (sum),17,0.0,0.0,0.0,17.0,0.005,0.0
27217,HU,2023,Endosulfan (sum),17,0.0,0.0,0.0,17.0,0.0075,0.0044
27266,HU,2023,HCH (sum),17,17.0,0.005,0.0,0.0,0.0,0.0
27267,HU,2023,HCH-alpha,17,0.0,0.0,0.0,17.0,0.005,0.0
27268,HU,2023,HCH-beta,17,0.0,0.0,0.0,17.0,0.005,0.0
27269,HU,2023,Heptachlor (sum),17,17.0,0.0065,0.0037,0.0,0.0,0.0
27271,HU,2023,Hexachlorobenzene,17,0.0,0.0,0.0,17.0,0.005,0.0
27294,HU,2023,Lindane,17,0.0,0.0,0.0,17.0,0.005,0.0
27312,HU,2023,Methoxychlor,17,0.0,0.0,0.0,17.0,0.005,0.0
27333,HU,2023,Oxychlordane,17,17.0,0.005,0.0,0.0,0.0,0.0
27127,HU,2023,2-phenylphenol (sum),16,0.0,0.0,0.0,16.0,0.01,0.0
27130,HU,2023,Acetochlor,16,16.0,0.01,0.0,0.0,0.0,0.0
27132,HU,2023,Acrinathrin,16,16.0,0.01,0.0,0.0,0.0,0.0
27138,HU,2023,Atrazine,16,16.0,0.01,0.0,0.0,0.0,0.0
27144,HU,2023,Azoxystrobin,16,16.0,0.01,0.0,0.0,0.0,0.0
27149,HU,2023,Bifenox,16,16.0,0.01,0.0,0.0,0.0,0.0
27150,HU,2023,Bifenthrin (sum),16,0.0,0.0,0.0,16.0,0.01,0.0
27151,HU,2023,Biphenyl,16,16.0,0.01,0.0,0.0,0.0,0.0
27154,HU,2023,Boscalid (sum),16,0.0,0.0,0.0,16.0,0.01,0.0
27155,HU,2023,Bromfenvinfos,16,16.0,0.01,0.0,0.0,0.0,0.0
27158,HU,2023,Bromopropylate,16,16.0,0.01,0.0,0.0,0.0,0.0
27172,HU,2023,Chlorobenzilate,16,0.0,0.0,0.0,16.0,0.01,0.0
27174,HU,2023,Chlorpropham (sum),16,0.0,0.0,0.0,16.0,0.01,0.0
27175,HU,2023,Chlorpyrifos,16,0.0,0.0,0.0,16.0,0.005,0.0
27176,HU,2023,Chlorpyrifos-methyl,16,0.0,0.0,0.0,16.0,0.005,0.0
27179,HU,2023,Coumaphos,16,16.0,0.01,0.0,0.0,0.0,0.0
27185,HU,2023,Cyfluthrin (sum),16,0.0,0.0,0.0,16.0,0.01,0.0
27187,HU,2023,Cypermethrin (sum),16,16.0,0.01,0.0,0.0,0.0,0.0
27191,HU,2023,Deltamethrin,16,0.0,0.0,0.0,16.0,0.02,0.0
27195,HU,2023,Diazinon,16,0.0,0.0,0.0,16.0,0.01,0.0
27196,HU,2023,Dichlofluanid and DMSA (sum),16,16.0,0.01,0.0,0.0,0.0,0.0
27197,HU,2023,Dichlorvos,16,16.0,0.01,0.0,0.0,0.0,0.0
27199,HU,2023,Dicloran,16,16.0,0.01,0.0,0.0,0.0,0.0
27200,HU,2023,Dicofol (sum),16,16.0,0.01,0.0,0.0,0.0,0.0
27209,HU,2023,Dimethomorph (sum),16,16.0,0.01,0.0,0.0,0.0,0.0
27211,HU,2023,Diphenylamine,16,0.0,0.0,0.0,16.0,0.01,0.0
27224,HU,2023,Etofenprox,16,0.0,0.0,0.0,16.0,0.01,0.0
27228,HU,2023,Fenamidone,16,16.0,0.01,0.0,0.0,0.0,0.0
27230,HU,2023,Fenarimol,16,16.0,0.01,0.0,0.0,0.0,0.0
27236,HU,2023,Fenpropathrin,16,16.0,0.01,0.0,0.0,0.0,0.0
27241,HU,2023,Fipronil (sum),16,0.0,0.0,0.0,16.0,0.0034,0.001
27242,HU,2023,Fluazifop-methyl,16,16.0,0.01,0.0,0.0,0.0,0.0
27254,HU,2023,Fluquinconazole,16,0.0,0.0,0.0,16.0,0.01,0.0
27255,HU,2023,Flurochloridone (sum),16,16.0,0.01,0.0,0.0,0.0,0.0
27259,HU,2023,Fluvalinate (sum),16,16.0,0.01,0.0,0.0,0.0,0.0
27263,HU,2023,Formothion,16,16.0,0.01,0.0,0.0,0.0,0.0
27278,HU,2023,Indoxacarb (sum),16,0.0,0.0,0.0,16.0,0.01,0.0
27282,HU,2023,Isocarbophos,16,16.0,0.01,0.0,0.0,0.0,0.0
27283,HU,2023,Isodrin,16,16.0,0.01,0.0,0.0,0.0,0.0
27292,HU,2023,Lambda-cyhalothrin (sum),16,0.0,0.0,0.0,16.0,0.01,0.0
27317,HU,2023,Metrafenone,16,16.0,0.01,0.0,0.0,0.0,0.0
27323,HU,2023,"N, N-Diethyl-meta-toluamide (DEET)",16,16.0,0.01,0.0,0.0,0.0,0.0
27326,HU,2023,Nitrofen,16,16.0,0.01,0.0,0.0,0.0,0.0
27338,HU,2023,Parathion,16,0.0,0.0,0.0,16.0,0.01,0.0
27339,HU,2023,Parathion-methyl (sum),16,16.0,0.005,0.0,16.0,0.0074,0.0025
27345,HU,2023,Permethrin (sum),16,0.0,0.0,0.0,16.0,0.01,0.0
27361,HU,2023,Procymidone,16,16.0,0.01,0.0,0.0,0.0,0.0
27378,HU,2023,Prothiofos,16,16.0,0.01,0.0,0.0,0.0,0.0
27383,HU,2023,Pyridaben,16,16.0,0.01,0.0,0.0,0.0,0.0
27393,HU,2023,Quintozene (sum),16,16.0,0.0053,0.0012,16.0,0.007,0.003
27394,HU,2023,Resmethrin (sum),16,0.0,0.0,0.0,16.0,0.01,0.0
27408,HU,2023,Tebufenpyrad,16,16.0,0.01,0.0,0.0,0.0,0.0
27410,HU,2023,Tefluthrin (sum),16,16.0,0.01,0.0,0.0,0.0,0.0
27417,HU,2023,Tetradifon,16,16.0,0.01,0.0,0.0,0.0,0.0
27418,HU,2023,Tetramethrin,16,16.0,0.01,0.0,0.0,0.0,0.0
27429,HU,2023,Triazophos,16,0.0,0.0,0.0,16.0,0.01,0.0
27436,HU,2023,Trifluralin,16,16.0,0.01,0.0,0.0,0.0,0.0
27440,HU,2023,Vinclozolin,16,16.0,0.01,0.0,0.0,0.0,0.0
27128,HU,2023,Abamectin (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27129,HU,2023,Acephate,15,15.0,0.01,0.0,0.0,0.0,0.0
27131,HU,2023,Aclonifen,15,15.0,0.01,0.0,0.0,0.0,0.0
27133,HU,2023,Alachlor,15,15.0,0.01,0.0,0.0,0.0,0.0
27134,HU,2023,Aldicarb (sum),15,15.0,0.0111,0.0044,0.0,0.0,0.0
27135,HU,2023,Ametoctradin,15,15.0,0.01,0.0,0.0,0.0,0.0
