,customSampleId,pesticideCount,pesticideCode,tag,resVal,resType
385,39104,35,RF-0295-001-PPP,Methoxychlor,0.01,LOQ
386,39104,35,RF-0348-001-PPP,Pirimiphos-methyl (sum),0.003,LOQ
387,39104,35,RF-0156-001-PPP,Endrin,0.001,LOQ
388,39104,35,RF-0123-001-PPP,Diazinon,0.003,LOQ
389,39104,35,RF-0385-001-PPP,Resmethrin (sum),0.01,LOQ
390,39104,35,RF-0351-001-PPP,Profenofos,0.02,LOQ
391,39104,35,RF-0690-002-PPP,Fenvalerate/Esfenvalerate (sum),0.005,LOQ
392,39104,35,RF-0088-001-PPP,Chlorpyrifos-methyl,0.004,LOQ
393,39104,35,RF-0120-001-PPP,Deltamethrin,0.007,LOQ
394,39104,35,RF-0383-002-PPP,Quintozene (sum),0.01,LOQ
395,39104,35,RF-0373-001-PPP,Pyrazophos,0.02,LOQ
396,39104,35,RF-0112-001-PPP,Cypermethrin (sum),0.01,LOQ
397,39104,35,RF-0236-004-PPP,Heptachlor (sum),0.001,LOQ
398,39104,35,RF-0290-001-PPP,Methidathion,0.02,LOQ
399,39104,35,RF-0046-001-PPP,Bifenthrin (sum),0.005,LOQ
400,39104,35,RF-0087-001-PPP,Chlorpyrifos,0.002,LOQ
401,39104,35,RF-0328-003-PPP,Parathion-methyl (sum),0.02,LOQ
402,39104,35,RF-0328-003-PPP,Parathion-methyl (sum),0.02,LOQ
403,39104,35,RF-0082-001-PPP,Chlorobenzilate,0.03,LOQ
404,39104,35,RF-0327-001-PPP,Parathion,0.02,LOQ
405,39104,35,RF-0032-001-PPP,Azinphos-ethyl,0.01,LOQ
406,39104,35,RF-0263-001-PPP,Lindane,0.001,LOQ
407,39104,35,RF-0059-001-PPP,Camphechlor (sum),0.002,LOQ
408,39104,35,RF-0432-001-PPP,Triazophos,0.01,LOQ
409,39104,35,RF-0119-001-PPP,DDT (sum),0.019,VAL
410,3E63D,1,RF-0263-001-PPP,Lindane,,LOQ
411,3E63D,1,RF-0237-001-PPP,Hexachlorobenzene,,LOQ
412,3E63D,1,RF-0238-001-PPP,HCH-alpha,,LOQ
413,3E63D,1,RF-0236-004-PPP,Heptachlor (sum),,LOQ
414,3E63D,1,RF-0236-005-PPP,Heptachlor (sum),,LOQ
415,3E63D,1,RF-0156-001-PPP,Endrin,,LOQ
416,3E63D,1,RF-0236-001-PPP,Heptachlor (sum),,LOQ
417,3E63D,1,RF-0119-006-PPP,DDT (sum),,LOQ
418,3E63D,1,RF-0119-007-PPP,DDT (sum),,LOQ
419,3E63D,1,RF-0119-003-PPP,DDT (sum),,LOQ
420,3E63D,1,RF-0119-004-PPP,DDT (sum),,LOQ
421,3E63D,1,RF-0119-001-PPP,DDT (sum),,LOQ
422,3E63D,1,RF-0119-002-PPP,DDT (sum),,LOQ
423,3E63D,1,RF-0075-004-PPP,Chlordane (sum),,LOQ
424,3E63D,1,RF-0075-005-PPP,Chlordane (sum),,LOQ
425,3E63D,1,RF-0075-003-PPP,Chlordane (sum),,LOQ
426,3E63D,1,RF-0021-002-PPP,Dieldrin (sum),,LOQ
427,3E63D,1,RF-0021-003-PPP,Dieldrin (sum),,LOQ
428,3E63D,1,RF-0239-002-PPP,HCH-beta,0.01265,VAL
429,3E63D,1,RF-0021-001-PPP,Dieldrin (sum),,LOQ
430,3EB99,35,RF-0327-001-PPP,Parathion,0.02,LOQ
431,3EB99,35,RF-0032-001-PPP,Azinphos-ethyl,0.01,LOQ
432,3EB99,35,RF-0263-001-PPP,Lindane,0.001,LOQ
433,3EB99,35,RF-0059-001-PPP,Camphechlor (sum),0.002,LOQ
434,3EB99,35,RF-0432-001-PPP,Triazophos,0.01,LOQ
435,3EB99,35,RF-0119-001-PPP,DDT (sum),0.018,VAL
436,3EB99,35,RF-0406-001-PPP,Tecnazene,0.03,LOQ
437,3EB99,35,RF-0238-001-PPP,HCH-alpha,0.002,LOQ
438,3EB99,35,RF-0155-001-PPP,Endosulfan (sum),0.001,LOQ
439,3EB99,35,RF-0011-001-PPP,Abamectin (sum),0.005,LOQ
440,3EB99,35,RF-0108-003-PPP,Cyfluthrin (sum),0.005,LOQ
441,3EB99,35,RF-0075-002-PPP,Chlordane (sum),0.001,LOQ
442,3EB99,35,RF-0075-002-PPP,Chlordane (sum),0.001,LOQ
443,3EB99,35,RF-0187-006-PPP,Fenthion (sum),0.01,LOQ
444,3EB99,35,RF-0239-002-PPP,HCH-beta,0.002,LOQ
445,3EB99,35,RF-0237-001-PPP,Hexachlorobenzene,0.011,VAL
446,3EB99,35,RF-0021-003-PPP,Dieldrin (sum),0.001,LOQ
447,3EB99,35,RF-0842-001-PPP,Permethrin (sum),0.01,LOQ
448,3EB99,35,RF-0295-001-PPP,Methoxychlor,0.01,LOQ
449,3EB99,35,RF-0348-001-PPP,Pirimiphos-methyl (sum),0.003,LOQ
450,3EB99,35,RF-0156-001-PPP,Endrin,0.001,LOQ
451,3EB99,35,RF-0123-001-PPP,Diazinon,0.003,LOQ
452,3EB99,35,RF-0385-001-PPP,Resmethrin (sum),0.01,LOQ
453,3EB99,35,RF-0351-001-PPP,Profenofos,0.02,LOQ
454,3EB99,35,RF-0690-002-PPP,Fenvalerate/Esfenvalerate (sum),0.005,LOQ
455,3EB99,35,RF-0088-001-PPP,Chlorpyrifos-methyl,0.004,LOQ
456,3EB99,35,RF-0120-001-PPP,Deltamethrin,0.007,LOQ
457,3EB99,35,RF-0383-002-PPP,Quintozene (sum),0.01,LOQ
458,3EB99,35,RF-0373-001-PPP,Pyrazophos,0.02,LOQ
459,3EB99,35,RF-0112-001-PPP,Cypermethrin (sum),0.01,LOQ
460,3EB99,35,RF-0236-004-PPP,Heptachlor (sum),0.001,LOQ
461,3EB99,35,RF-0290-001-PPP,Methidathion,0.02,LOQ
462,3EB99,35,RF-0087-001-PPP,Chlorpyrifos,0.002,LOQ
463,3EB99,35,RF-0046-001-PPP,Bifenthrin (sum),0.005,LOQ
464,3EB99,35,RF-0328-003-PPP,Parathion-methyl (sum),0.02,LOQ
465,3EB99,35,RF-0328-003-PPP,Parathion-methyl (sum),0.02,LOQ
466,3EB99,35,RF-0082-001-PPP,Chlorobenzilate,0.03,LOQ
467,4308F,5,RF-0237-001-PPP,Hexachlorobenzene,0.003,VAL
468,4308F,5,RF-0866-001-PPP,Propetamphos,,LOQ
469,4308F,5,RF-0112-002-PPP,Cypermethrin (sum),,LOQ
470,4308F,5,RF-0236-001-PPP,Heptachlor (sum),,LOQ
471,4308F,5,RF-0120-001-PPP,Deltamethrin,,LOQ
472,4308F,5,RF-0238-001-PPP,HCH-alpha,0.003,VAL
473,4308F,5,RF-0239-002-PPP,HCH-beta,0.002,VAL
474,4308F,5,RF-0021-001-PPP,Dieldrin (sum),,LOQ
475,4308F,5,RF-0311-001-PPP,Nitrofen,,LOQ
476,4308F,5,RF-0842-001-PPP,Permethrin (sum),,LOQ
477,4308F,5,RF-0690-004-PPP,Fenvalerate and Esfenvalerate (sum of isomers),,LOQ
478,4308F,5,RF-0156-001-PPP,Endrin,,LOQ
479,4308F,5,RF-0240-004-PPP,HCH (sum),,LOQ
480,4308F,5,RF-0653-001-PPP,Endrin ketone,,LOQ
481,4308F,5,RF-0155-001-PPP,Endosulfan (sum),,LOQ
482,4308F,5,RF-0075-005-PPP,Chlordane (sum),,LOQ
483,4308F,5,RF-0736-001-PPP,HCH (sum),,LOQ
484,4308F,5,RF-0295-001-PPP,Methoxychlor,,LOQ
485,4308F,5,RF-0119-001-PPP,DDT (sum),0.002,VAL
486,4308F,5,RF-0406-001-PPP,Tecnazene,,LOQ
487,4308F,5,RF-0108-001-PPP,Cyfluthrin (sum),,LOQ
488,4308F,5,RF-0263-001-PPP,Lindane,0.001,VAL
489,4308F,5,RF-0112-001-PPP,Cypermethrin (sum),,LOQ
490,4308F,5,RF-0837-001-PPP,Pentachloroanisole,,LOQ
491,4308F,5,RF-0797-001-PPP,Mirex,,LOQ
492,4308F,5,RF-0123-001-PPP,Diazinon,,LOQ
493,4308F,5,RF-0515-001-PPP,Bromocyclen,,LOQ
494,4308F,5,RF-0690-005-PPP,Fenvalerate and Esfenvalerate (sum of isomers),,LOQ
495,48498,1,RF-0263-001-PPP,Lindane,,LOQ
496,48498,1,RF-0238-001-PPP,HCH-alpha,,LOQ
497,48498,1,RF-0237-001-PPP,Hexachlorobenzene,,LOQ
498,48498,1,RF-0236-005-PPP,Heptachlor (sum),,LOQ
499,48498,1,RF-0236-004-PPP,Heptachlor (sum),,LOQ
500,48498,1,RF-0236-001-PPP,Heptachlor (sum),,LOQ
501,48498,1,RF-0119-007-PPP,DDT (sum),,LOQ
502,48498,1,RF-0156-001-PPP,Endrin,,LOQ
503,48498,1,RF-0119-006-PPP,DDT (sum),,LOQ
504,48498,1,RF-0119-004-PPP,DDT (sum),,LOQ
505,48498,1,RF-0119-003-PPP,DDT (sum),,LOQ
506,48498,1,RF-0119-002-PPP,DDT (sum),,LOQ
507,48498,1,RF-0119-001-PPP,DDT (sum),,LOQ
508,48498,1,RF-0075-004-PPP,Chlordane (sum),,LOQ
509,48498,1,RF-0075-003-PPP,Chlordane (sum),,LOQ
510,48498,1,RF-0075-005-PPP,Chlordane (sum),,LOQ
511,48498,1,RF-0021-003-PPP,Dieldrin (sum),,LOQ
512,48498,1,RF-0021-002-PPP,Dieldrin (sum),,LOQ
513,48498,1,RF-0021-001-PPP,Dieldrin (sum),,LOQ
514,48498,1,RF-0239-002-PPP,HCH-beta,0.02741,VAL
515,49A0F,2,RF-0842-001-PPP,Permethrin (sum),,LOQ
516,49A0F,2,RF-0238-001-PPP,HCH-alpha,,LOQ
517,49A0F,2,RF-0075-005-PPP,Chlordane (sum),,LOQ
518,49A0F,2,RF-0239-002-PPP,HCH-beta,,LOQ
519,49A0F,2,RF-0515-001-PPP,Bromocyclen,,LOQ
520,49A0F,2,RF-0112-002-PPP,Cypermethrin (sum),,LOQ
521,49A0F,2,RF-0653-001-PPP,Endrin ketone,,LOQ
522,49A0F,2,RF-0236-001-PPP,Heptachlor (sum),,LOQ
523,49A0F,2,RF-0690-004-PPP,Fenvalerate and Esfenvalerate (sum of isomers),,LOQ
524,49A0F,2,RF-0237-001-PPP,Hexachlorobenzene,0.003,VAL
525,49A0F,2,RF-0295-001-PPP,Methoxychlor,,LOQ
526,49A0F,2,RF-0112-001-PPP,Cypermethrin (sum),,LOQ
527,49A0F,2,RF-0263-001-PPP,Lindane,,LOQ
528,49A0F,2,RF-0311-001-PPP,Nitrofen,,LOQ
529,49A0F,2,RF-0021-001-PPP,Dieldrin (sum),,LOQ
530,49A0F,2,RF-0120-001-PPP,Deltamethrin,,LOQ
531,49A0F,2,RF-0155-001-PPP,Endosulfan (sum),,LOQ
532,49A0F,2,RF-0261-001-PPP,Lambda-Cyhalothrin (sum),,LOQ
533,49A0F,2,RF-0156-001-PPP,Endrin,,LOQ
534,49A0F,2,RF-0087-001-PPP,Chlorpyrifos,,LOQ
535,49A0F,2,RF-0119-001-PPP,DDT (sum),0.021,VAL
536,49A0F,2,RF-0690-005-PPP,Fenvalerate and Esfenvalerate (sum of isomers),,LOQ
537,51D64,1,RF-0263-001-PPP,Lindane,,LOQ
538,51D64,1,RF-0238-001-PPP,HCH-alpha,,LOQ
539,51D64,1,RF-0237-001-PPP,Hexachlorobenzene,,LOQ
540,51D64,1,RF-0236-005-PPP,Heptachlor (sum),,LOQ
541,51D64,1,RF-0236-004-PPP,Heptachlor (sum),,LOQ
542,51D64,1,RF-0236-001-PPP,Heptachlor (sum),,LOQ
543,51D64,1,RF-0119-007-PPP,DDT (sum),,LOQ
544,51D64,1,RF-0156-001-PPP,Endrin,,LOQ
545,51D64,1,RF-0119-006-PPP,DDT (sum),,LOQ
546,51D64,1,RF-0119-004-PPP,DDT (sum),,LOQ
547,51D64,1,RF-0119-003-PPP,DDT (sum),,LOQ
548,51D64,1,RF-0119-002-PPP,DDT (sum),,LOQ
549,51D64,1,RF-0119-001-PPP,DDT (sum),,LOQ
550,51D64,1,RF-0075-004-PPP,Chlordane (sum),,LOQ
551,51D64,1,RF-0075-003-PPP,Chlordane (sum),,LOQ
552,51D64,1,RF-0075-005-PPP,Chlordane (sum),,LOQ
553,51D64,1,RF-0021-003-PPP,Dieldrin (sum),,LOQ
554,51D64,1,RF-0021-002-PPP,Dieldrin (sum),,LOQ
555,51D64,1,RF-0021-001-PPP,Dieldrin (sum),,LOQ
556,51D64,1,RF-0239-002-PPP,HCH-beta,0.031,VAL
557,5A6F3,1,RF-0295-001-PPP,Methoxychlor,,LOQ
558,5A6F3,1,RF-0690-004-PPP,Fenvalerate and Esfenvalerate (sum of isomers),,LOQ
559,5A6F3,1,RF-0239-002-PPP,HCH-beta,,LOQ
560,5A6F3,1,RF-0161-001-PPP,Ethion,,LOQ
561,5A6F3,1,RF-0432-001-PPP,Triazophos,,LOQ
562,5A6F3,1,RF-0348-001-PPP,Pirimiphos-methyl (sum),,LOQ
563,5A6F3,1,RF-0079-001-PPP,Chlorfenvinphos,,LOQ
564,5A6F3,1,RF-0237-001-PPP,Hexachlorobenzene,,LOQ
565,5A6F3,1,RF-0653-001-PPP,Endrin ketone,,LOQ
566,5A6F3,1,RF-0108-001-PPP,Cyfluthrin (sum),,LOQ
567,5A6F3,1,RF-0383-001-PPP,Quintozene (sum),,LOQ
568,5A6F3,1,RF-0351-001-PPP,Profenofos,,LOQ
569,5A6F3,1,RF-0120-001-PPP,Deltamethrin,,LOQ
570,5A6F3,1,RF-0021-001-PPP,Dieldrin (sum),,LOQ
571,5A6F3,1,RF-0373-001-PPP,Pyrazophos,,LOQ
572,5A6F3,1,RF-0240-004-PPP,HCH (sum),,LOQ
573,5A6F3,1,RF-0515-001-PPP,Bromocyclen,,LOQ
574,5A6F3,1,RF-0046-001-PPP,Bifenthrin (sum),,LOQ
575,5A6F3,1,RF-0075-005-PPP,Chlordane (sum),,LOQ
576,5A6F3,1,RF-0327-001-PPP,Parathion,,LOQ
577,5A6F3,1,RF-0187-001-PPP,Fenthion (sum),,LOQ
578,5A6F3,1,RF-0328-001-PPP,Parathion-methyl (sum),,LOQ
579,5A6F3,1,RF-0690-005-PPP,Fenvalerate and Esfenvalerate (sum of isomers),,LOQ
580,5A6F3,1,RF-0736-001-PPP,HCH (sum),,LOQ
581,5A6F3,1,RF-0238-001-PPP,HCH-alpha,,LOQ
582,5A6F3,1,RF-0236-001-PPP,Heptachlor (sum),,LOQ
583,5A6F3,1,RF-0406-001-PPP,Tecnazene,,LOQ
584,5A6F3,1,RF-0842-001-PPP,Permethrin (sum),,LOQ
585,5A6F3,1,RF-0032-001-PPP,Azinphos-ethyl,,LOQ
586,5A6F3,1,RF-0331-001-PPP,Pendimethalin,,LOQ
587,5A6F3,1,RF-0112-001-PPP,Cypermethrin (sum),,LOQ
588,5A6F3,1,RF-0156-001-PPP,Endrin,,LOQ
589,5A6F3,1,RF-0119-001-PPP,DDT (sum),0.0034,VAL
590,5A6F3,1,RF-0155-001-PPP,Endosulfan (sum),,LOQ
591,5A6F3,1,RF-0108-003-PPP,Cyfluthrin (sum),,LOQ
592,5A6F3,1,RF-0087-001-PPP,Chlorpyrifos,,LOQ
593,5A6F3,1,RF-0123-001-PPP,Diazinon,,LOQ
594,5A6F3,1,RF-0263-001-PPP,Lindane,,LOQ
595,5A6F3,1,RF-0088-001-PPP,Chlorpyrifos-methyl,,LOQ
596,5A6F3,1,RF-0290-001-PPP,Methidathion,,LOQ
597,5A6F3,1,RF-0261-001-PPP,Lambda-Cyhalothrin (sum),,LOQ
598,5A6F3,1,RF-0236-006-PPP,Heptachlor (sum of isomers),,LOQ
599,5F68B,2,RF-1003-001-PPP,Vinclozolin (sum),,LOQ
600,5F68B,2,RF-0182-001-PPP,Fenoxycarb,,LOQ
601,5F68B,2,RF-0374-001-PPP,Pyrethrins,,LOQ
602,5F68B,2,RF-0187-001-PPP,Fenthion (sum),,LOQ
603,5F68B,2,RF-0373-001-PPP,Pyrazophos,,LOQ
604,5F68B,2,RF-0261-001-PPP,Lambda-Cyhalothrin (sum),,LOQ
605,5F68B,2,RF-0922-001-PPP,Tetramethrin,,LOQ
606,5F68B,2,RF-0866-001-PPP,Propetamphos,,LOQ
607,5F68B,2,RF-0311-001-PPP,Nitrofen,,LOQ
608,5F68B,2,RF-0515-001-PPP,Bromocyclen,,LOQ
609,5F68B,2,RF-0944-001-PPP,Tralomethrin,,LOQ
610,5F68B,2,RF-0156-001-PPP,Endrin,,LOQ
611,5F68B,2,RF-0201-001-PPP,Flucythrinate (sum),,LOQ
612,5F68B,2,RF-0999-001-PPP,Nonachlor-Trans,,LOQ
613,5F68B,2,RF-0021-001-PPP,Dieldrin (sum),,LOQ
614,5F68B,2,RF-0842-001-PPP,Permethrin (sum),,LOQ
615,5F68B,2,RF-0161-001-PPP,Ethion,,LOQ
616,5F68B,2,RF-0119-001-PPP,DDT (sum),0.003,VAL
617,5F68B,2,RF-0690-004-PPP,Fenvalerate and Esfenvalerate (sum of isomers),,LOQ
618,5F68B,2,RF-0539-001-PPP,Chinomethionat,,LOQ
619,5F68B,2,RF-0338-002-PPP,Phosmet (sum),,LOQ
620,5F68B,2,RF-0123-001-PPP,Diazinon,,LOQ
621,5F68B,2,RF-0108-001-PPP,Cyfluthrin (sum),,LOQ
622,5F68B,2,RF-0605-001-PPP,"Dichlorobenzophenone, 4,4`-",,LOQ
623,5F68B,2,RF-0288-001-PPP,Methacrifos,,LOQ
624,5F68B,2,RF-0690-005-PPP,Fenvalerate and Esfenvalerate (sum of isomers),,LOQ
625,5F68B,2,RF-0082-001-PPP,Chlorobenzilate,,LOQ
626,5F68B,2,RF-0357-001-PPP,Propargite,,LOQ
627,5F68B,2,RF-0331-001-PPP,Pendimethalin,,LOQ
628,5F68B,2,RF-0213-001-PPP,Fluquinconazole,,LOQ
629,5F68B,2,RF-0432-001-PPP,Triazophos,,LOQ
630,5F68B,2,RF-0052-001-PPP,Bromopropylate,,LOQ
631,5F68B,2,RF-0108-002-PPP,Cyfluthrin (sum),,LOQ
632,5F68B,2,RF-0183-001-PPP,Fenpropathrin,,LOQ
633,5F68B,2,RF-0853-001-PPP,Prallethrin,,LOQ
634,5F68B,2,RF-0086-004-PPP,Chlorpropham (sum),,LOQ
635,5F68B,2,RF-0653-001-PPP,Endrin ketone,,LOQ
636,5F68B,2,RF-0348-001-PPP,Pirimiphos-methyl (sum),,LOQ
637,5F68B,2,RF-0075-005-PPP,Chlordane (sum),,LOQ
638,5F68B,2,RF-0382-001-PPP,Quinoxyfen,,LOQ
639,5F68B,2,RF-0383-001-PPP,Quintozene (sum),,LOQ
640,5F68B,2,RF-0385-001-PPP,Resmethrin (sum),,LOQ
641,5F68B,2,RF-0464-001-PPP,Allethrin,,LOQ
642,5F68B,2,RF-0327-001-PPP,Parathion,,LOQ
643,5F68B,2,RF-0848-001-PPP,Piperonyl Butoxide,,LOQ
644,5F68B,2,RF-0848-001-PPP,Piperonyl Butoxide,,LOQ
645,5F68B,2,RF-0157-001-PPP,Epoxiconazole,,LOQ
646,5F68B,2,RF-0442-001-PPP,Trifluralin,,LOQ
647,5F68B,2,RF-0046-001-PPP,Bifenthrin (sum),,LOQ
648,5F68B,2,RF-0088-001-PPP,Chlorpyrifos-methyl,,LOQ
649,5F68B,2,RF-0414-001-PPP,Tetraconazole (sum),,LOQ
650,5F68B,2,RF-0120-001-PPP,Deltamethrin,,LOQ
651,5F68B,2,RF-0239-002-PPP,HCH-beta,,LOQ
652,5F68B,2,RF-0127-001-PPP,Dichlorvos,,LOQ
653,5F68B,2,RF-0351-001-PPP,Profenofos,,LOQ
654,5F68B,2,RF-0032-001-PPP,Azinphos-ethyl,,LOQ
655,5F68B,2,RF-0079-001-PPP,Chlorfenvinphos,,LOQ
656,5F68B,2,RF-0049-002-PPP,Boscalid (sum),,LOQ
657,5F68B,2,RF-0236-001-PPP,Heptachlor (sum),,LOQ
658,5F68B,2,RF-0290-001-PPP,Methidathion,,LOQ
659,5F68B,2,RF-0238-001-PPP,HCH-alpha,,LOQ
660,5F68B,2,RF-0130-001-PPP,Dicofol (sum),,LOQ
661,5F68B,2,RF-0263-001-PPP,Lindane,,LOQ
662,5F68B,2,RF-0945-001-PPP,Transfluthrin,,LOQ
663,5F68B,2,RF-0155-001-PPP,Endosulfan (sum),,LOQ
664,5F68B,2,RF-0402-001-PPP,Fluvalinate (sum),,LOQ
665,5F68B,2,RF-0087-001-PPP,Chlorpyrifos,,LOQ
666,5F68B,2,RF-0328-001-PPP,Parathion-methyl (sum),,LOQ
667,5F68B,2,RF-0406-001-PPP,Tecnazene,,LOQ
668,5F68B,2,RF-0237-001-PPP,Hexachlorobenzene,0.0025,VAL
669,5F68B,2,RF-0062-001-PPP,Carbaryl,,LOQ
670,5F68B,2,RF-0112-001-PPP,Cypermethrin (sum),,LOQ
671,5F68B,2,RF-1008-001-PPP,Nonachlor-Cis,,LOQ
672,5F68B,2,RF-0504-001-PPP,Bioallethrin,,LOQ
673,613A0,2,RF-0236-006-PPP,Heptachlor (sum of isomers),,LOQ
674,613A0,2,RF-0331-001-PPP,Pendimethalin,,LOQ
675,613A0,2,RF-0515-001-PPP,Bromocyclen,,LOQ
676,613A0,2,RF-0155-001-PPP,Endosulfan (sum),,LOQ
677,613A0,2,RF-0311-001-PPP,Nitrofen,,LOQ
678,613A0,2,RF-0999-001-PPP,Nonachlor-Trans,,LOQ
679,613A0,2,RF-0236-001-PPP,Heptachlor (sum),,LOQ
680,613A0,2,RF-0239-002-PPP,HCH-beta,,LOQ
681,613A0,2,RF-0295-001-PPP,Methoxychlor,,LOQ
682,613A0,2,RF-0889-001-PPP,S421,,LOQ
683,613A0,2,RF-0238-001-PPP,HCH-alpha,,LOQ
684,613A0,2,RF-0075-005-PPP,Chlordane (sum),,LOQ
685,613A0,2,RF-0768-001-PPP,Iodofenphos,,LOQ
686,613A0,2,RF-0263-001-PPP,Lindane,,LOQ
687,613A0,2,RF-0653-001-PPP,Endrin ketone,,LOQ
688,613A0,2,RF-0021-001-PPP,Dieldrin (sum),,LOQ
689,613A0,2,RF-0736-001-PPP,HCH (sum),,LOQ
690,613A0,2,RF-0237-001-PPP,Hexachlorobenzene,0.002,VAL
691,613A0,2,RF-0156-001-PPP,Endrin,,LOQ
692,613A0,2,RF-0119-001-PPP,DDT (sum),0.001,VAL
693,63532,35,RF-0059-001-PPP,Camphechlor (sum),0.002,LOQ
694,63532,35,RF-0032-001-PPP,Azinphos-ethyl,0.01,LOQ
695,63532,35,RF-0119-001-PPP,DDT (sum),0.016,VAL
696,63532,35,RF-0263-001-PPP,Lindane,0.001,LOQ
697,63532,35,RF-0406-001-PPP,Tecnazene,0.03,LOQ
698,63532,35,RF-0432-001-PPP,Triazophos,0.01,LOQ
699,63532,35,RF-0011-001-PPP,Abamectin (sum),0.005,LOQ
700,63532,35,RF-0238-001-PPP,HCH-alpha,0.002,LOQ
701,63532,35,RF-0075-002-PPP,Chlordane (sum),0.001,LOQ
702,63532,35,RF-0075-002-PPP,Chlordane (sum),0.001,LOQ
703,63532,35,RF-0155-001-PPP,Endosulfan (sum),0.001,LOQ
704,63532,35,RF-0187-006-PPP,Fenthion (sum),0.01,LOQ
705,63532,35,RF-0108-003-PPP,Cyfluthrin (sum),0.005,LOQ
706,63532,35,RF-0237-001-PPP,Hexachlorobenzene,0.01,VAL
707,63532,35,RF-0842-001-PPP,Permethrin (sum),0.01,LOQ
708,63532,35,RF-0239-002-PPP,HCH-beta,0.002,LOQ
709,63532,35,RF-0348-001-PPP,Pirimiphos-methyl (sum),0.003,LOQ
710,63532,35,RF-0021-003-PPP,Dieldrin (sum),0.001,LOQ
711,63532,35,RF-0123-001-PPP,Diazinon,0.003,LOQ
712,63532,35,RF-0295-001-PPP,Methoxychlor,0.01,LOQ
713,63532,35,RF-0351-001-PPP,Profenofos,0.02,LOQ
714,63532,35,RF-0156-001-PPP,Endrin,0.001,LOQ
715,63532,35,RF-0690-002-PPP,Fenvalerate/Esfenvalerate (sum),0.005,LOQ
716,63532,35,RF-0385-001-PPP,Resmethrin (sum),0.01,LOQ
717,63532,35,RF-0383-002-PPP,Quintozene (sum),0.01,LOQ
718,63532,35,RF-0088-001-PPP,Chlorpyrifos-methyl,0.004,LOQ
719,63532,35,RF-0112-001-PPP,Cypermethrin (sum),0.01,LOQ
720,63532,35,RF-0120-001-PPP,Deltamethrin,0.007,LOQ
721,63532,35,RF-0290-001-PPP,Methidathion,0.02,LOQ
722,63532,35,RF-0373-001-PPP,Pyrazophos,0.02,LOQ
723,63532,35,RF-0046-001-PPP,Bifenthrin (sum),0.005,LOQ
724,63532,35,RF-0236-004-PPP,Heptachlor (sum),0.001,LOQ
725,63532,35,RF-0087-001-PPP,Chlorpyrifos,0.002,LOQ
726,63532,35,RF-0328-003-PPP,Parathion-methyl (sum),0.02,LOQ
727,63532,35,RF-0328-003-PPP,Parathion-methyl (sum),0.02,LOQ
728,63532,35,RF-0082-001-PPP,Chlorobenzilate,0.03,LOQ
729,63532,35,RF-0327-001-PPP,Parathion,0.02,LOQ
730,64A94,35,RF-0059-001-PPP,Camphechlor (sum),0.002,LOQ
731,64A94,35,RF-0032-001-PPP,Azinphos-ethyl,0.01,LOQ
732,64A94,35,RF-0263-001-PPP,Lindane,0.001,LOQ
733,64A94,35,RF-0119-001-PPP,DDT (sum),0.017,VAL
734,64A94,35,RF-0406-001-PPP,Tecnazene,0.03,LOQ
735,64A94,35,RF-0432-001-PPP,Triazophos,0.01,LOQ
736,64A94,35,RF-0011-001-PPP,Abamectin (sum),0.005,LOQ
737,64A94,35,RF-0238-001-PPP,HCH-alpha,0.002,LOQ
738,64A94,35,RF-0075-002-PPP,Chlordane (sum),0.001,LOQ
739,64A94,35,RF-0075-002-PPP,Chlordane (sum),0.001,LOQ
740,64A94,35,RF-0155-001-PPP,Endosulfan (sum),0.001,LOQ
741,64A94,35,RF-0187-006-PPP,Fenthion (sum),0.01,LOQ
742,64A94,35,RF-0108-003-PPP,Cyfluthrin (sum),0.005,LOQ
743,64A94,35,RF-0239-002-PPP,HCH-beta,0.002,LOQ
744,64A94,35,RF-0237-001-PPP,Hexachlorobenzene,0.009,VAL
745,64A94,35,RF-0021-003-PPP,Dieldrin (sum),0.001,LOQ
746,64A94,35,RF-0842-001-PPP,Permethrin (sum),0.01,LOQ
747,64A94,35,RF-0295-001-PPP,Methoxychlor,0.01,LOQ
748,64A94,35,RF-0348-001-PPP,Pirimiphos-methyl (sum),0.003,LOQ
749,64A94,35,RF-0123-001-PPP,Diazinon,0.003,LOQ
750,64A94,35,RF-0351-001-PPP,Profenofos,0.02,LOQ
751,64A94,35,RF-0156-001-PPP,Endrin,0.001,LOQ
752,64A94,35,RF-0385-001-PPP,Resmethrin (sum),0.01,LOQ
753,64A94,35,RF-0088-001-PPP,Chlorpyrifos-methyl,0.004,LOQ
754,64A94,35,RF-0690-002-PPP,Fenvalerate/Esfenvalerate (sum),0.005,LOQ
755,64A94,35,RF-0120-001-PPP,Deltamethrin,0.007,LOQ
756,64A94,35,RF-0383-002-PPP,Quintozene (sum),0.01,LOQ
757,64A94,35,RF-0373-001-PPP,Pyrazophos,0.02,LOQ
758,64A94,35,RF-0112-001-PPP,Cypermethrin (sum),0.01,LOQ
759,64A94,35,RF-0236-004-PPP,Heptachlor (sum),0.001,LOQ
760,64A94,35,RF-0290-001-PPP,Methidathion,0.02,LOQ
761,64A94,35,RF-0087-001-PPP,Chlorpyrifos,0.002,LOQ
762,64A94,35,RF-0046-001-PPP,Bifenthrin (sum),0.005,LOQ
763,64A94,35,RF-0082-001-PPP,Chlorobenzilate,0.03,LOQ
