,sampleId,sampCountry,origCountry,productCode,efsaProductCode,productTreat,progType,pesticideCode,resVal,fatPerc,resType,year,tag,short_name,long_name,paramcode,limit,mandatory
270374,17BDEF50B3278994DBEC4800DD913083,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,19.65,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
270381,641307E2A9E927ED99BF748661C2C17A,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,1.519,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
270385,C9FD2F050FE594A9A4578C0F2115EC7C,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,6.74,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
270387,589BEEDDDA7EAEBE4DEC54C6F81C7D26,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,6.25,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
270388,755996130FEACF0C06228A4A0ADD74FE,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,3.88,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
270390,CA4C1E0935FDE6A2BDEE9DA90D46FF80,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.98,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
270391,589BEEDDDA7EAEBE4DEC54C6F81C7D26,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,6.74,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
270395,8CE3A25B2AF01C4CC8858EBDB54705CB,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,4.54,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
270404,C2FB66AF96D3090062A4501D0B107BAF,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.15,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
270407,4754B8766265C49DE26A047265D6CB18,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,20.9,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
270413,EBAC7D859C5DE0168EF0EF2DD81DA689,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,4.28,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
270492,7B23690B7851D4055830157327BD6B89,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.304,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
270496,B955007E5062CF37CBDCBD75063A841C,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.658,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
270498,3C937A9476911E7040BEC01EEBBBA5DF,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,4.82,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
270501,3C937A9476911E7040BEC01EEBBBA5DF,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,3.21,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
273634,37024575D704B474484D28E914279801,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,1.929,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
273751,F355AF275F95B004986A4520CE06DC3F,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,2.36,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
274291,E0DE5AAAA57D84FC9452873C3F760A83,DE,XX,P1020010A,-1,T999A,K005A,RF-0842-001-PPP,0.00128,4.0,VAL,2015,Permethrin (sum),Permethrin (sum),Permethrin (sum of isomers),RF-0842-001-PPP,0.0,True
311183,9963B23B85E88560E3D00F58972361DE,BE,BE,P1020010A,-1,T999A,K018A,RF-0239-002-PPP,0.01048,100.0,VAL,2015,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
347636,6B4CCBB68A49726E64D53E8D29DBA353,DE,DE,P1020010A,N_A,T999A,K005A,RF-00002582-PAR,0.15,-1.0,VAL,2016,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
364755,BE02E667AE9F223A06108B6EE25B74BE,IE,IE,P1020000A,N_A,T999A,K005A,RF-0271-005-PPP,0.39,-1.0,VAL,2016,-1,-1,-1,-1,-1.0,-1
365426,BE02E667AE9F223A06108B6EE25B74BE,IE,IE,P1020000A,N_A,T999A,K005A,RF-0273-003-PPP,0.35,-1.0,VAL,2016,Mecoprop (sum),Mecoprop (sum),Mecoprop (sum of mecoprop-p and mecoprop expressed as mecoprop),RF-0273-003-PPP,0.01,True
370237,BE02E667AE9F223A06108B6EE25B74BE,IE,IE,P1020000A,N_A,T999A,K005A,RF-0010-003-PPP,0.29,-1.0,VAL,2016,"2,4-D (sum)","2,4-D","2,4-D",RF-0010-003-PPP,0.01,True
411728,25AF61B4F29277D860D18D3002F577CC,BE,BE,P1020010A,N_A,T999A,K005A,RF-0119-001-PPP,0.05801,4.0,VAL,2016,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
412357,2BB109B46C291C761375CDF80351CB9D,BE,BE,P1020010A,N_A,T999A,K005A,RF-0021-001-PPP,0.01375,4.0,VAL,2016,Dieldrin (sum),Dieldrin (sum),Aldrin and Dieldrin (Aldrin and dieldrin combined expressed as dieldrin),RF-0021-001-PPP,0.006,True
412981,7FE861D73CEE800601BEB49E018E8469,BE,BE,P1020010A,N_A,T999A,K005A,RF-0237-001-PPP,0.03066,4.0,VAL,2016,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
413049,7FE861D73CEE800601BEB49E018E8469,BE,BE,P1020010A,N_A,T999A,K005A,RF-0239-002-PPP,0.01095,4.0,VAL,2016,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
413285,2BB109B46C291C761375CDF80351CB9D,BE,BE,P1020010A,N_A,T999A,K005A,RF-0021-003-PPP,0.01375,4.0,VAL,2016,Dieldrin (sum),Dieldrin (sum),Dieldrin,RF-0021-003-PPP,0.006,True
496096,AA4C3B66DD73F266D6C477B511262F9D,IE,IE,P1020010A,N_A,T999A,K005A,RF-00002582-PAR,0.14,-1.0,VAL,2017,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
497370,7180DFA33F64DE826B7561EC01A94DB1,IE,IE,P1020010A,N_A,T999A,K005A,RF-00002582-PAR,0.242,-1.0,VAL,2017,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
673971,57A087706E50CA9A9FFEEA96A594FA50,FR,FR,A02LZ,-1,-1,K018A,RF-0823-001-PPP,0.19,-1.0,VAL,2019,2-phenylphenol (sum),2-phenylphenol (sum),"2-phenylphenol (sum of 2-phenylphenol and its conjugates, expressed as 2-phenylphenol)",RF-0823-001-PPP,0.01,True
749031,C963CE961A0EBD46A8F2144F616FB384,GB,GB,A02LY,-1,-1,K018A,RF-1078-004-PPP,0.2,-1.0,VAL,2019,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
1031456,E915AB51E5798D769FE171364A308399,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,0.78,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1031628,2E374F855228FE462CCE73B3A1457DA6,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,1.0,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1031799,444007BF4816597D608B11190F9FF4C1,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,1.8,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1031959,A2E9DD4DCF01D6FB907144A6F0A87717,NL,BE,A02LV,-1,-1,K018A,RF-0050-001-PPP,2.1,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1032132,6095290FAFA5F2BAFC7A1A4C226FAD14,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,7.5,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1032293,0BC128EF751B5D3470C12098FFBBB811,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,2.0,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1032629,A25F4E4836032E53F08C108F36D5E966,NL,BE,A02LV,-1,-1,K018A,RF-0050-001-PPP,1.8,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1032777,B693A04EC5B19B5E5E201C804013BCD5,NL,BE,A02LV,-1,-1,K018A,RF-0050-001-PPP,1.7,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1032952,4FF4A1E95698EF45767CCF08929E967D,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,1.3,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1033122,F10FD785B550646AEAB49F8BDDB78199,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,5.5,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1033292,2B1CEB73FE08BFF8C8267DCB30B4A53B,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,6.4,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1033463,EA3AF8DC0540865E5AD5C6E56C32D007,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,2.7,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1034011,E27AE34B5945854245D640139C2438FF,NL,DE,A02LV,-1,-1,K018A,RF-0050-001-PPP,2.1,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1034170,92CD4024E22E3AA6F9E9762292B7A7A5,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,2.4,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1034350,41440A33711361B2B85318DAF8314445,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,3.4,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1034517,474250A30966D278A4C58F5036E7C203,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,1.8,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1034667,0022D5F0608E3798A0CE0109CF15C1A5,NL,DE,A02LV,-1,-1,K018A,RF-0050-001-PPP,2.5,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1034834,F00EA769FE92586656B7C510C30BA5A5,NL,NL,A02LV,-1,-1,K018A,RF-0050-001-PPP,1.1,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1035015,4E4F7EC80D93F0F74B0098876C072A21,NL,BE,A02LV,-1,-1,K018A,RF-0050-001-PPP,1.5,-1.0,VAL,2022,Bromide ion,Bromide ion,Bromide ion,RF-0050-001-PPP,0.05,True
1079852,41145E363965FF4D72DDE55B1F4610BF,IE,IE,A02LV,-1,-1,K005A,RF-00000015-CHE,0.22,-1.0,VAL,2023,Chlorate,Chlorate,Chlorate,RF-00000015-CHE,0.1,True
1100405,8983B5D408D699BFA0AEF062CBE27341,IE,IE,A02LV,-1,-1,K018A,RF-00000015-CHE,0.22,-1.0,VAL,2023,Chlorate,Chlorate,Chlorate,RF-00000015-CHE,0.1,True
1168046,7EC211AC0DEA9559F3A88EB9C1814E20,DE,PL,A02LV,-1,-1,K005A,RF-00000015-CHE,0.11,-1.0,VAL,2024,Chlorate,Chlorate,Chlorate,RF-00000015-CHE,0.1,True
1189756,D3B8CF8B9C797942FE68565E4ED2D8C3,ES,MA,A02LN,-1,-1,K005A,RF-0112-001-PPP,0.071,-1.0,VAL,2024,Cypermethrin (sum),Cypermethrin (sum),Cypermethrin (Cypermethrin including other mixtures of constituent isomers (sum of isomers)),RF-0112-001-PPP,0.05,True
1230289,0E329ED32D0792530BC4DC8121312FA3,PL,PL,A02LV,-1,-1,K005A,RF-0119-006-PPP,2.0,-1.0,VAL,2024,DDT (sum),"DDT, p,p-","DDT, p,p-",RF-0119-006-PPP,0.04,True
1230301,0E329ED32D0792530BC4DC8121312FA3,PL,PL,A02LV,-1,-1,K005A,RF-0119-003-PPP,2.0,-1.0,VAL,2024,DDT (sum),"DDT, o,p-","DDT, o,p-",RF-0119-003-PPP,0.04,True
1251576,1411AC439515A3C5ACFE87C7D2AEBE3D,NL,NL,A02LV,-1,-1,K018A,RF-1078-002-PPP,0.15,-1.0,VAL,2024,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
1251634,E1D62501DD40E8B546FFBDA9A4C9E672,NL,NL,A02LV,-1,-1,K018A,RF-00002582-PAR,1.6,-1.0,VAL,2024,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
1251636,E1D62501DD40E8B546FFBDA9A4C9E672,NL,NL,A02LV,-1,-1,K018A,RF-1078-004-PPP,1.4,-1.0,VAL,2024,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
1251637,E1D62501DD40E8B546FFBDA9A4C9E672,NL,NL,A02LV,-1,-1,K018A,RF-1078-005-PPP,0.24,-1.0,VAL,2024,BAC 14,BAC 14,BAC 14,RF-1078-005-PPP,0.1,True
1252078,1411AC439515A3C5ACFE87C7D2AEBE3D,NL,NL,A02LV,-1,-1,K018A,RF-1078-004-PPP,0.15,-1.0,VAL,2024,BAC 12,BAC 12,BAC 12,RF-1078-004-PPP,0.1,True
1254752,E1D62501DD40E8B546FFBDA9A4C9E672,NL,NL,A02LV,-1,-1,K018A,RF-1078-002-PPP,1.4,-1.0,VAL,2024,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
1266133,8C51CC7313D7E7BE5396058014DD2C01,MK,MK,A02LY,-1,-1,K005A,RF-0102-001-PPP,9.1,-1.0,LOQ,2024,Copper compounds,Copper compounds,Copper compounds (copper),RF-0102-001-PPP,2.0,True
1266187,F2B74A0F2316B23494F46D6D1C8265BD,MK,MK,A02LY,-1,-1,K005A,RF-0102-001-PPP,15.85,-1.0,LOQ,2024,Copper compounds,Copper compounds,Copper compounds (copper),RF-0102-001-PPP,2.0,True
1266235,123306CC465D0BA9352749D73A76341B,MK,MK,A02LY,-1,-1,K005A,RF-0102-001-PPP,6.85,-1.0,LOQ,2024,Copper compounds,Copper compounds,Copper compounds (copper),RF-0102-001-PPP,2.0,True
1266247,CD1BCF72989AE3AC79E89949D2C38642,MK,MK,A02LY,-1,-1,K005A,RF-0102-001-PPP,8.05,-1.0,LOQ,2024,Copper compounds,Copper compounds,Copper compounds (copper),RF-0102-001-PPP,2.0,True
