,sampleId,sampCountry,origCountry,productCode,efsaProductCode,productTreat,progType,pesticideCode,resVal,fatPerc,resType,year,tag,short_name,long_name,paramcode,limit,mandatory
5629,1BC24968524F421581D7032B5EBCB4D3,DE,DE,P1020010A,-1,T999A,K005A,RF-0119-001-PPP,0.00018,-1.0,VAL,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
5637,300B7C76881D5C917C3521BD3EB61006,DE,DE,P1020010A,-1,T999A,K005A,RF-0237-001-PPP,0.002,4.0,VAL,2011,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
5647,1873B51E60DC2E8603A479BE237C775A,DE,DE,P1020010A,-1,T999A,K005A,RF-0119-001-PPP,0.001115,-1.0,VAL,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
5649,ADFD806F8BEEFCEF3012969B79589E63,DE,DE,P1020010A,-1,T999A,K005A,RF-0237-001-PPP,0.002,4.0,VAL,2011,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
5666,6252D31240777DC6B0FF7F87604EFEDA,DE,DE,P1020010A,-1,T999A,K005A,RF-0237-001-PPP,0.002,4.0,VAL,2011,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
5668,773F0ABC1128A848C5D0A1465C89BEF1,DE,DE,P1020010A,-1,T999A,K005A,RF-0237-001-PPP,8e-05,-1.0,VAL,2011,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
5676,20F816EFEF4891273C388ED18C42FDDC,DE,DE,P1020010A,-1,T999A,K005A,RF-0119-001-PPP,0.002,4.0,VAL,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
5682,7172527A62DF3623E453FDF5F0D4A7F8,DE,DE,P1020010A,-1,T999A,K005A,RF-0237-001-PPP,4e-05,-1.0,VAL,2011,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
5705,7C8C4E07C15E8812D64EE10C3B55DF7E,DE,DE,P1020010A,-1,T999A,K005A,RF-0119-001-PPP,0.001,4.0,VAL,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
5707,84F01FB61CF9E1AFF6469627983AB440,DE,DE,P1020010A,-1,T999A,K005A,RF-0119-001-PPP,0.0008,4.0,VAL,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
5714,FB9C2D2D1C661D5195646A29C1A4A135,DE,DE,P1020010A,-1,T999A,K005A,RF-0119-001-PPP,0.0007,4.0,VAL,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
5727,4BBDCAF5501A1FDF727CDEE69241C144,DE,DE,P1020010A,-1,T999A,K005A,RF-0119-001-PPP,0.001,4.0,VAL,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
5773,A82A89866972D6AA411535BF9AEA3562,DE,DE,P1020010A,-1,T999A,K005A,RF-0119-001-PPP,0.00061,-1.0,VAL,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
5774,96B55A2BA43DD7B858AD1E86F95CA8E0,DE,DE,P1020010A,-1,T999A,K005A,RF-0237-001-PPP,0.002,4.0,VAL,2011,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
