,sampleId,sampCountry,origCountry,productCode,efsaProductCode,productTreat,progType,pesticideCode,resVal,fatPerc,resType,year,tag,short_name,long_name,paramcode,limit,mandatory
12,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0239-002-PPP,0.002,80.0,LOQ,2011,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
13,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.015,80.0,VAL,2011,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
14,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0842-001-PPP,0.01,80.0,LOQ,2011,Permethrin (sum),Permethrin (sum),Permethrin (sum of isomers),RF-0842-001-PPP,0.0,True
15,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0112-001-PPP,0.01,3.8,LOQ,2011,Cypermethrin (sum),Cypermethrin (sum),Cypermethrin (Cypermethrin including other mixtures of constituent isomers (sum of isomers)),RF-0112-001-PPP,0.05,True
16,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0120-001-PPP,0.007,3.8,LOQ,2011,Deltamethrin,Deltamethrin,Deltamethrin (cis-deltamethrin),RF-0120-001-PPP,0.05,True
17,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0290-001-PPP,0.02,3.8,LOQ,2011,Methidathion,Methidathion,Methidathion,RF-0290-001-PPP,0.02,True
18,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0373-001-PPP,0.02,3.8,LOQ,2011,Pyrazophos,Pyrazophos,Pyrazophos,RF-0373-001-PPP,0.01,True
19,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0348-001-PPP,0.003,1.51,LOQ,2011,Pirimiphos-methyl (sum),Pirimiphos-methyl,Pirimiphos-methyl,RF-0348-001-PPP,0.01,True
20,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0236-004-PPP,0.001,3.8,LOQ,2011,Heptachlor (sum),Heptachlor,Heptachlor,RF-0236-004-PPP,0.004,True
21,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0123-001-PPP,0.003,1.51,LOQ,2011,Diazinon,Diazinon,Diazinon,RF-0123-001-PPP,0.02,True
22,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0295-001-PPP,0.01,1.51,LOQ,2011,Methoxychlor,Methoxychlor,Methoxychlor,RF-0295-001-PPP,0.01,True
23,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0156-001-PPP,0.001,1.51,LOQ,2011,Endrin (sum),Endrin,Endrin,RF-0156-001-PPP,0.0008,True
24,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0059-001-PPP,0.002,-1.0,LOQ,2011,Camphechlor (sum),Toxaphene,Camphechlor (Toxaphene),RF-0059-001-PPP,0.01,True
25,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0032-001-PPP,0.01,-1.0,LOQ,2011,Azinphos-ethyl,Azinphos-ethyl,Azinphos-ethyl,RF-0032-001-PPP,0.01,True
26,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0119-001-PPP,0.001,-1.0,LOQ,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
27,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0263-001-PPP,0.001,-1.0,LOQ,2011,Lindane,Lindane,Lindane (Gamma-isomer of hexachlorocyclohexane (HCH)),RF-0263-001-PPP,0.01,True
28,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0406-001-PPP,0.03,-1.0,LOQ,2011,Tecnazene,Tecnazene,Tecnazene,RF-0406-001-PPP,0.01,True
29,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0432-001-PPP,0.01,-1.0,LOQ,2011,Triazophos,Triazophos,Triazophos,RF-0432-001-PPP,0.01,True
30,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0011-001-PPP,0.005,-1.0,LOQ,2011,Abamectin (sum),Abamectin (sum),"Abamectin (sum of Avermectin B1a, Avermectin B1b and delta-8,9 isomer of Avermectin B1a)",RF-0011-001-PPP,0.01,True
31,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0238-001-PPP,0.001,-1.0,LOQ,2011,HCH-alpha,HCH-alpha,"Hexachlorocyclohexane (HCH), alpha-isomer",RF-0238-001-PPP,0.01,True
32,E9EDB81EBB05E5E9A05B9124EDD3A3DB,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0155-001-PPP,0.001,-1.0,LOQ,2011,Endosulfan (sum),Endosulfan (sum),Endosulfan (sum of alpha- and beta-isomers and endosulfan-sulphate expresses as endosulfan),RF-0155-001-PPP,0.05,True
33,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0021-003-PPP,0.001,-1.0,LOQ,2011,Dieldrin (sum),Dieldrin (sum),Dieldrin,RF-0021-003-PPP,0.006,True
34,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0842-001-PPP,0.01,-1.0,LOQ,2011,Permethrin (sum),Permethrin (sum),Permethrin (sum of isomers),RF-0842-001-PPP,0.0,True
35,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0295-001-PPP,0.01,-1.0,LOQ,2011,Methoxychlor,Methoxychlor,Methoxychlor,RF-0295-001-PPP,0.01,True
36,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0348-001-PPP,0.003,-1.0,LOQ,2011,Pirimiphos-methyl (sum),Pirimiphos-methyl,Pirimiphos-methyl,RF-0348-001-PPP,0.01,True
37,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0123-001-PPP,0.003,-1.0,LOQ,2011,Diazinon,Diazinon,Diazinon,RF-0123-001-PPP,0.02,True
38,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0021-003-PPP,0.001,80.0,LOQ,2011,Dieldrin (sum),Dieldrin (sum),Dieldrin,RF-0021-003-PPP,0.006,True
39,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0295-001-PPP,0.01,80.0,LOQ,2011,Methoxychlor,Methoxychlor,Methoxychlor,RF-0295-001-PPP,0.01,True
40,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0348-001-PPP,0.003,80.0,LOQ,2011,Pirimiphos-methyl (sum),Pirimiphos-methyl,Pirimiphos-methyl,RF-0348-001-PPP,0.01,True
41,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0156-001-PPP,0.001,80.0,LOQ,2011,Endrin (sum),Endrin,Endrin,RF-0156-001-PPP,0.0008,True
42,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0123-001-PPP,0.003,80.0,LOQ,2011,Diazinon,Diazinon,Diazinon,RF-0123-001-PPP,0.02,True
43,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0385-001-PPP,0.01,80.0,LOQ,2011,Resmethrin (sum),Resmethrin (sum),Resmethrin (resmethrin including other mixtures of consituent isomers (sum of isomers)),RF-0385-001-PPP,0.02,True
44,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0351-001-PPP,0.02,80.0,LOQ,2011,Profenofos,Profenofos,Profenofos,RF-0351-001-PPP,0.01,True
45,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0088-001-PPP,0.004,80.0,LOQ,2011,Chlorpyrifos-methyl,Chlorpyrifos-methyl,Chlorpyrifos-methyl,RF-0088-001-PPP,0.01,True
46,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0690-002-PPP,0.005,80.0,LOQ,2011,Fenvalerate/Esfenvalerate (sum),Fenvalerate,Fenvalerate,RF-0690-002-PPP,0.04,True
47,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0120-001-PPP,0.007,80.0,LOQ,2011,Deltamethrin,Deltamethrin,Deltamethrin (cis-deltamethrin),RF-0120-001-PPP,0.05,True
48,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0383-002-PPP,0.01,80.0,LOQ,2011,Quintozene (sum),Quintozene,Quintozene,RF-0383-002-PPP,0.01,True
49,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0373-001-PPP,0.02,80.0,LOQ,2011,Pyrazophos,Pyrazophos,Pyrazophos,RF-0373-001-PPP,0.01,True
50,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0112-001-PPP,0.01,80.0,LOQ,2011,Cypermethrin (sum),Cypermethrin (sum),Cypermethrin (Cypermethrin including other mixtures of constituent isomers (sum of isomers)),RF-0112-001-PPP,0.05,True
51,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0236-004-PPP,0.001,80.0,LOQ,2011,Heptachlor (sum),Heptachlor,Heptachlor,RF-0236-004-PPP,0.004,True
52,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0290-001-PPP,0.02,80.0,LOQ,2011,Methidathion,Methidathion,Methidathion,RF-0290-001-PPP,0.02,True
53,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0046-001-PPP,0.005,3.8,LOQ,2011,Bifenthrin (sum),Bifenthrin (sum),Bifenthrin (sum of isomers),RF-0046-001-PPP,0.2,True
54,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0082-001-PPP,0.03,3.8,LOQ,2011,Chlorobenzilate,Chlorobenzilate,Chlorobenzilate,RF-0082-001-PPP,0.1,True
55,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0087-001-PPP,0.002,3.8,LOQ,2011,Chlorpyrifos,Chlorpyrifos,Chlorpyrifos,RF-0087-001-PPP,0.01,True
56,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0328-003-PPP,0.02,3.8,LOQ,2011,Parathion-methyl (sum),Parathion-methyl (sum),Parathion-methyl,RF-0328-003-PPP,0.01,True
57,7D4EA8B5FE17551064D6039EF0151826,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0032-001-PPP,0.01,-1.0,LOQ,2011,Azinphos-ethyl,Azinphos-ethyl,Azinphos-ethyl,RF-0032-001-PPP,0.01,True
58,7D4EA8B5FE17551064D6039EF0151826,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0263-001-PPP,0.001,-1.0,LOQ,2011,Lindane,Lindane,Lindane (Gamma-isomer of hexachlorocyclohexane (HCH)),RF-0263-001-PPP,0.01,True
59,7D4EA8B5FE17551064D6039EF0151826,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0059-001-PPP,0.002,-1.0,LOQ,2011,Camphechlor (sum),Toxaphene,Camphechlor (Toxaphene),RF-0059-001-PPP,0.01,True
60,7D4EA8B5FE17551064D6039EF0151826,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0432-001-PPP,0.01,-1.0,LOQ,2011,Triazophos,Triazophos,Triazophos,RF-0432-001-PPP,0.01,True
61,7D4EA8B5FE17551064D6039EF0151826,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0119-001-PPP,0.001,-1.0,LOQ,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
62,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0385-001-PPP,0.01,1.51,LOQ,2011,Resmethrin (sum),Resmethrin (sum),Resmethrin (resmethrin including other mixtures of consituent isomers (sum of isomers)),RF-0385-001-PPP,0.02,True
63,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0351-001-PPP,0.02,1.51,LOQ,2011,Profenofos,Profenofos,Profenofos,RF-0351-001-PPP,0.01,True
64,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0088-001-PPP,0.004,1.51,LOQ,2011,Chlorpyrifos-methyl,Chlorpyrifos-methyl,Chlorpyrifos-methyl,RF-0088-001-PPP,0.01,True
65,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0690-002-PPP,0.005,1.51,LOQ,2011,Fenvalerate/Esfenvalerate (sum),Fenvalerate,Fenvalerate,RF-0690-002-PPP,0.04,True
66,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0120-001-PPP,0.007,1.51,LOQ,2011,Deltamethrin,Deltamethrin,Deltamethrin (cis-deltamethrin),RF-0120-001-PPP,0.05,True
67,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0383-002-PPP,0.01,1.51,LOQ,2011,Quintozene (sum),Quintozene,Quintozene,RF-0383-002-PPP,0.01,True
68,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0373-001-PPP,0.02,1.51,LOQ,2011,Pyrazophos,Pyrazophos,Pyrazophos,RF-0373-001-PPP,0.01,True
69,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0112-001-PPP,0.01,1.51,LOQ,2011,Cypermethrin (sum),Cypermethrin (sum),Cypermethrin (Cypermethrin including other mixtures of constituent isomers (sum of isomers)),RF-0112-001-PPP,0.05,True
70,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0236-004-PPP,0.001,1.51,LOQ,2011,Heptachlor (sum),Heptachlor,Heptachlor,RF-0236-004-PPP,0.004,True
71,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0290-001-PPP,0.02,1.51,LOQ,2011,Methidathion,Methidathion,Methidathion,RF-0290-001-PPP,0.02,True
72,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0290-001-PPP,0.02,-1.0,LOQ,2011,Methidathion,Methidathion,Methidathion,RF-0290-001-PPP,0.02,True
73,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0373-001-PPP,0.02,-1.0,LOQ,2011,Pyrazophos,Pyrazophos,Pyrazophos,RF-0373-001-PPP,0.01,True
74,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0046-001-PPP,0.005,-1.0,LOQ,2011,Bifenthrin (sum),Bifenthrin (sum),Bifenthrin (sum of isomers),RF-0046-001-PPP,0.2,True
75,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0236-004-PPP,0.001,-1.0,LOQ,2011,Heptachlor (sum),Heptachlor,Heptachlor,RF-0236-004-PPP,0.004,True
76,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0087-001-PPP,0.002,-1.0,LOQ,2011,Chlorpyrifos,Chlorpyrifos,Chlorpyrifos,RF-0087-001-PPP,0.01,True
77,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0351-001-PPP,0.02,-1.0,LOQ,2011,Profenofos,Profenofos,Profenofos,RF-0351-001-PPP,0.01,True
78,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0156-001-PPP,0.0002,-1.0,LOQ,2011,Endrin (sum),Endrin,Endrin,RF-0156-001-PPP,0.0008,True
79,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0690-002-PPP,0.005,-1.0,LOQ,2011,Fenvalerate/Esfenvalerate (sum),Fenvalerate,Fenvalerate,RF-0690-002-PPP,0.04,True
80,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0385-001-PPP,0.01,-1.0,LOQ,2011,Resmethrin (sum),Resmethrin (sum),Resmethrin (resmethrin including other mixtures of consituent isomers (sum of isomers)),RF-0385-001-PPP,0.02,True
81,391042BF4AEFC3BB133E1B30F22A12E1,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0406-001-PPP,0.03,82.0,LOQ,2011,Tecnazene,Tecnazene,Tecnazene,RF-0406-001-PPP,0.01,True
82,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0088-001-PPP,0.004,-1.0,LOQ,2011,Chlorpyrifos-methyl,Chlorpyrifos-methyl,Chlorpyrifos-methyl,RF-0088-001-PPP,0.01,True
83,391042BF4AEFC3BB133E1B30F22A12E1,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0011-001-PPP,0.005,82.0,LOQ,2011,Abamectin (sum),Abamectin (sum),"Abamectin (sum of Avermectin B1a, Avermectin B1b and delta-8,9 isomer of Avermectin B1a)",RF-0011-001-PPP,0.01,True
84,391042BF4AEFC3BB133E1B30F22A12E1,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0238-001-PPP,0.002,82.0,LOQ,2011,HCH-alpha,HCH-alpha,"Hexachlorocyclohexane (HCH), alpha-isomer",RF-0238-001-PPP,0.01,True
85,391042BF4AEFC3BB133E1B30F22A12E1,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0075-002-PPP,0.001,82.0,LOQ,2011,Chlordane (sum),Chlordane,Chlordane,RF-0075-002-PPP,0.002,True
86,391042BF4AEFC3BB133E1B30F22A12E1,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0155-001-PPP,0.001,82.0,LOQ,2011,Endosulfan (sum),Endosulfan (sum),Endosulfan (sum of alpha- and beta-isomers and endosulfan-sulphate expresses as endosulfan),RF-0155-001-PPP,0.05,True
87,391042BF4AEFC3BB133E1B30F22A12E1,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0187-006-PPP,0.01,82.0,LOQ,2011,Fenthion (sum),Fenthion,Fenthion,RF-0187-006-PPP,0.01,True
88,391042BF4AEFC3BB133E1B30F22A12E1,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0108-003-PPP,0.005,82.0,LOQ,2011,Cyfluthrin (sum),Cyfluthrin,Cyfluthrin,RF-0108-003-PPP,0.02,True
89,391042BF4AEFC3BB133E1B30F22A12E1,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0239-002-PPP,0.002,82.0,LOQ,2011,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
90,391042BF4AEFC3BB133E1B30F22A12E1,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0237-001-PPP,0.011,82.0,VAL,2011,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
91,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0327-001-PPP,0.02,82.0,LOQ,2011,Parathion,Parathion,Parathion,RF-0327-001-PPP,0.05,True
92,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0046-001-PPP,0.005,80.0,LOQ,2011,Bifenthrin (sum),Bifenthrin (sum),Bifenthrin (sum of isomers),RF-0046-001-PPP,0.2,True
93,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0082-001-PPP,0.03,80.0,LOQ,2011,Chlorobenzilate,Chlorobenzilate,Chlorobenzilate,RF-0082-001-PPP,0.1,True
94,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0087-001-PPP,0.002,80.0,LOQ,2011,Chlorpyrifos,Chlorpyrifos,Chlorpyrifos,RF-0087-001-PPP,0.01,True
95,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0327-001-PPP,0.02,80.0,LOQ,2011,Parathion,Parathion,Parathion,RF-0327-001-PPP,0.05,True
96,A5A85B6394B58A00F7E75DA76F35D8C9,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0328-003-PPP,0.02,80.0,LOQ,2011,Parathion-methyl (sum),Parathion-methyl (sum),Parathion-methyl,RF-0328-003-PPP,0.01,True
97,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0059-001-PPP,0.002,2.7,LOQ,2011,Camphechlor (sum),Toxaphene,Camphechlor (Toxaphene),RF-0059-001-PPP,0.01,True
98,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0032-001-PPP,0.01,2.7,LOQ,2011,Azinphos-ethyl,Azinphos-ethyl,Azinphos-ethyl,RF-0032-001-PPP,0.01,True
99,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0119-001-PPP,0.019,2.7,VAL,2011,DDT (sum),DDT (sum),"DDT (sum of p,p'-DDT, o,p'-DDT, p-p'-DDE and p,p'-TDE (DDD) expressed as DDT)",RF-0119-001-PPP,0.04,True
100,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0263-001-PPP,0.001,2.7,LOQ,2011,Lindane,Lindane,Lindane (Gamma-isomer of hexachlorocyclohexane (HCH)),RF-0263-001-PPP,0.01,True
101,D08E911491CC32D0C46A8DEF280D1E41,CZ,CZ,P1020010A,A.01.001030,T134A,K018A,RF-0406-001-PPP,0.03,2.7,LOQ,2011,Tecnazene,Tecnazene,Tecnazene,RF-0406-001-PPP,0.01,True
